,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
463,Chris Kunitz\kunitch01,39,CHI,LW,56,5,5,10,-7,23,0,0,1,44,11.4,507,15,85,2,2
464,Janne Kuokkanen\kuokkja01,20,CAR,C,7,0,0,0,-2,4,0,0,0,6,0.0,76,3,0,0,2
465,Sean Kuraly\kuralse01,26,BOS,C,71,8,13,21,6,38,0,0,3,134,6.0,978,35,129,285,2
466,Evgeny Kuznetsov\kuzneev01,26,WSH,C,76,21,51,72,7,50,8,0,3,193,10.9,1428,20,46,396,2
467,Oliver Kylington\kylinol01,21,CGY,D,38,3,5,8,3,10,0,0,1,21,14.3,472,41,11,0,2
468,Jordan Kyrou\kyroujo01,20,STL,C,16,1,2,3,-1,4,0,0,0,16,6.3,155,3,2,2,2
469,Joel L'Esperance\lespejo01,23,DAL,RW,18,2,0,2,-4,6,1,0,0,24,8.3,220,4,22,26,2
470,Kevin Labanc\labanke01,23,SJS,RW,82,17,39,56,-1,36,2,0,4,130,13.1,1150,16,66,9,2
471,Andrew Ladd\laddan01,33,NYI,LW,26,3,8,11,3,16,0,0,0,34,8.8,360,8,37,2,2
472,Paul Ladue\laduepa01,26,LAK,D,33,2,3,5,0,12,0,0,1,33,6.1,436,25,51,0,2
473,Patrik Laine\lainepa01,20,WPG,RW,82,30,20,50,-24,42,15,0,3,245,12.2,1413,44,70,11,2
474,Maxime Lajoie\lajoima01,21,OTT,D,56,7,8,15,-25,20,4,0,0,79,8.9,1059,82,34,0,2
475,Juho Lammikko\lammiju01,23,FLA,RW,40,0,6,6,-7,6,0,0,0,39,0.0,437,21,45,142,2
476,Gabriel Landeskog\landega01,26,COL,LW,73,34,41,75,17,51,10,0,9,243,14.0,1544,64,120,360,2
477,Nick Lappin\lappini01,26,NJD,RW,11,0,0,0,-6,0,0,0,0,11,0.0,151,3,16,5,2
478,Dylan Larkin\larkidy01,22,DET,C,76,32,41,73,-6,75,7,2,4,287,11.1,1660,38,80,865,2
479,Adam Larsson\larssad01,26,EDM,D,82,3,17,20,-28,44,0,0,0,117,2.6,1773,128,256,0,2
480,Jacob Larsson\larssja01,21,ANA,D,49,0,5,5,-4,16,0,0,0,57,0.0,839,59,41,0,2
481,Johan Larsson\larssjo02,26,BUF,LW,73,6,8,14,-8,37,0,1,0,79,7.6,1043,44,112,503,2
482,Brian Lashoff\lashobr01,28,DET,D,4,0,1,1,-1,2,0,0,0,2,0.0,55,4,3,0,2
483,Scott Laughton\laughsc01,24,PHI,C,82,12,20,32,-11,53,0,0,1,130,9.2,1218,46,146,344,2
484,Jeremy Lauzon\lauzoje01,21,BOS,D,16,1,0,1,-1,2,0,0,1,11,9.1,249,15,15,0,2
485,Curtis Lazar\lazarcu01,23,CGY,C,1,0,0,0,-1,0,0,0,0,0,,5,1,0,3,2
486,Nick Leddy\leddyni01,27,NYI,D,82,4,22,26,0,18,0,0,0,116,3.4,1767,89,77,0,2
487,Anders Lee\leean01,28,NYI,LW,82,28,23,51,20,58,10,0,5,204,13.7,1401,51,103,75,2
488,Artturi Lehkonen\lehkoar01,23,MTL,LW,82,11,20,31,10,32,0,0,4,176,6.3,1276,39,120,5,2
489,Jori Lehtera\lehtejo01,31,PHI,C,27,1,2,3,-7,33,0,0,0,17,5.9,246,7,29,79,2
490,Brendan Leipsic\leipsbr01,24,TOT,LW,62,7,16,23,-14,24,1,0,1,92,7.6,855,28,56,7,2
491,Josh Leivo\leivojo01,25,TOT,LW,76,14,10,24,5,32,3,0,2,151,9.3,1066,23,44,15,2
492,Brendan Lemieux\lemiebr01,22,TOT,LW,63,12,5,17,6,108,0,0,1,67,17.9,570,31,129,7,2
493,Kris Letang\letankr01,31,PIT,D,65,16,40,56,13,48,2,1,3,206,7.8,1687,111,116,0,2
494,Mark Letestu\letesma01,33,CBJ,C,2,0,0,0,-1,0,0,0,0,1,0.0,19,0,3,5,2
495,Vinni Lettieri\lettivi01,23,NYR,C,27,1,2,3,-7,14,1,0,0,40,2.5,274,11,41,7,2
496,Tyler Lewington\lewinty01,24,WSH,D,2,1,1,2,3,7,0,0,0,3,33.3,28,1,4,0,2
497,Trevor Lewis\lewistr01,32,LAK,C,44,3,9,12,-9,9,0,0,1,87,3.4,617,25,53,57,2
498,Oscar Lindberg\lindbos02,27,TOT,C,55,9,11,20,4,28,0,0,0,91,9.9,686,27,104,101,2
499,Oskar Lindblom\lindbos01,22,PHI,LW,81,17,16,33,-9,20,2,0,2,162,10.5,1113,52,68,3,2
500,Esa Lindell\lindees01,24,DAL,D,82,11,21,32,14,33,4,2,1,132,8.3,1995,161,143,0,2
501,Ryan Lindgren\lindgry01,20,NYR,D,5,0,0,0,-6,8,0,0,0,8,0.0,73,9,11,0,2
502,Anton Lindholm\lindhan01,24,COL,D,2,0,0,0,-1,0,0,0,0,0,,14,1,1,0,2
503,Elias Lindholm\lindhel01,24,CGY,C,81,27,51,78,30,20,9,1,5,182,14.8,1623,39,82,509,2
504,Hampus Lindholm\lindhha01,25,ANA,D,76,6,22,28,-5,44,1,0,0,125,4.8,1824,133,81,0,2
505,Par Lindholm\lindhpa01,27,TOT,C,65,1,12,13,5,18,0,0,0,65,1.5,738,55,58,204,2
506,Bryan Little\littlbr01,31,WPG,RW,82,15,26,41,-12,26,4,0,5,126,11.9,1298,29,62,526,2
507,Blake Lizotte\lizotbl01,21,LAK,C,1,0,0,0,-1,0,0,0,0,1,0.0,11,1,0,4,2
508,Ryan Lomberg\lombery01,24,CGY,LW,4,0,0,0,0,17,0,0,0,1,0.0,28,0,12,0,2
509,Ben Lovejoy\lovejbe01,34,TOT,D,71,2,7,9,-1,37,0,0,0,95,2.1,1213,118,76,0,2
510,Adam Lowry\lowryad01,25,WPG,LW,78,12,11,23,6,33,0,1,3,105,11.4,1142,49,223,643,2
511,Milan Lucic\lucicmi01,30,EDM,LW,79,6,14,20,-9,91,2,0,0,74,8.1,1046,22,259,25,2
512,Matt Luff\luffma01,21,LAK,RW,33,8,3,11,-2,9,1,0,2,45,17.8,367,19,17,1,2
513,Isac Lundestrom\lundeis01,19,ANA,C,15,0,2,2,-1,2,0,0,0,13,0.0,195,5,4,21,2
514,Ilya Lyubushkin\lyubuil01,24,ARI,D,41,0,4,4,-9,13,0,0,0,27,0.0,563,61,150,0,2
515,Olli Maatta\maattol01,24,PIT,D,60,1,13,14,9,12,1,0,1,74,1.4,1115,116,97,0,2
516,Kurtis MacDermid\macdeku01,24,LAK,D,11,0,1,1,-1,11,0,0,0,5,0.0,103,4,26,0,2
517,Andrew MacDonald\macdoan01,32,PHI,D,47,0,9,9,-5,18,0,0,0,41,0.0,771,95,30,0,2
518,Jacob MacDonald\macdoja02,25,FLA,D,2,1,0,1,1,0,0,0,0,1,100.0,24,1,1,0,2
519,Mackenzie MacEachern\maceama01,24,STL,LW,29,3,2,5,0,10,0,0,1,33,9.1,233,4,49,0,2
520,Zack MacEwen\macewza01,22,VAN,C,4,0,1,1,-4,5,0,0,0,2,0.0,29,1,4,0,2
521,Derek MacKenzie\mackede01,37,FLA,C,1,0,0,0,0,0,0,0,0,0,,3,0,0,2,2
522,Nathan MacKinnon\mackina01,23,COL,C,82,41,58,99,20,34,12,0,6,365,11.2,1812,31,54,518,2
523,Saku Maenalanen\maenasa01,24,CAR,RW,34,4,4,8,0,20,0,0,0,36,11.1,321,10,45,6,2
524,Josh Mahura\mahurjo01,20,ANA,D,17,1,4,5,0,4,0,0,0,20,5.0,243,18,6,0,2
525,Denis Malgin\malgide01,22,FLA,C,50,7,9,16,-10,14,0,0,0,66,10.6,644,21,40,36,2
526,Evgeni Malkin\malkiev01,32,PIT,C,68,21,51,72,-25,89,9,0,5,187,11.2,1279,33,54,381,2
527,Brad Malone\malonbr01,29,EDM,C,16,0,0,0,0,4,0,0,0,13,0.0,143,5,35,32,2
528,Maxim Mamin\maminma01,24,FLA,C,7,0,0,0,-2,5,0,0,0,8,0.0,51,1,10,0,2
529,Andrew Mangiapane\mangian01,22,CGY,LW,44,8,5,13,11,12,0,0,1,65,12.3,464,17,43,6,2
530,Brandon Manning\mannibr01,28,TOT,D,39,2,2,4,-15,25,0,0,0,33,6.1,579,40,63,0,2
531,Josh Manson\mansojo01,27,ANA,D,74,3,13,16,-8,62,0,0,0,96,3.1,1651,90,184,0,2
532,Anthony Mantha\manthan01,24,DET,RW,67,25,23,48,-8,30,7,0,1,198,12.6,1194,23,67,22,2
533,Brad Marchand\marchbr03,30,BOS,LW,79,36,64,100,15,96,10,3,9,231,15.6,1550,19,46,45,2
534,Jonathan Marchessault\audymjo01,28,VEG,C,82,25,34,59,2,52,5,0,6,278,9.0,1488,22,98,92,2
535,Martin Marincin\marinma01,26,TOR,D,24,1,4,5,-4,12,0,0,0,34,2.9,365,21,21,0,2
536,Patrick Marleau\marlepa01,39,TOR,C,82,16,21,37,-6,28,4,0,3,161,9.9,1340,41,74,104,2
537,Mitch Marner\marnemi01,21,TOR,RW,82,26,68,94,22,22,3,1,5,233,11.2,1625,43,29,7,2
538,Cooper Marody\marodco01,22,EDM,C,6,0,0,0,-1,0,0,0,0,6,0.0,41,0,0,9,2
539,Pat Maroon\maroopa01,30,STL,LW,74,10,18,28,-3,64,2,0,3,118,8.5,1049,7,135,2,2
540,Danick Martel\marteda01,24,TBL,LW,9,0,2,2,3,8,0,0,0,16,0.0,92,1,12,1,2
541,Matt Martin\martima02,29,NYI,LW,67,6,8,14,5,53,0,0,1,62,9.7,766,42,275,6,2
542,Alec Martinez\martial01,31,LAK,D,60,4,14,18,-2,8,0,0,2,78,5.1,1282,135,78,0,2
543,Jordan Martinook\martijo01,26,CAR,LW,82,15,10,25,1,38,0,1,5,146,10.3,1188,46,199,150,2
544,Andreas Martinsen\martian01,28,CHI,LW,24,1,3,4,-5,14,0,0,0,21,4.8,190,9,83,3,2
545,Mike Matheson\mathemi01,24,FLA,D,75,8,19,27,-24,44,0,0,2,129,6.2,1674,132,63,0,2
546,Auston Matthews\matthau01,21,TOR,C,68,37,36,73,-9,12,12,0,5,251,14.7,1262,60,28,475,2
547,Scott Mayfield\mayfisc01,26,NYI,D,79,4,15,19,18,68,0,1,0,104,3.8,1480,159,118,0,2
548,Charlie McAvoy\mcavoch01,21,BOS,D,54,7,21,28,14,45,1,0,3,79,8.9,1197,91,92,0,2
549,Jake McCabe\mccabja01,25,BUF,D,59,4,10,14,-4,35,0,1,0,64,6.3,1118,99,103,0,2
550,Jared McCann\mccanja01,22,TOT,C,78,19,16,35,-1,31,1,4,2,150,12.7,1133,51,77,275,2
551,Max McCormick\mccorma01,26,OTT,LW,14,1,0,1,-6,4,0,0,0,12,8.3,105,6,21,0,2
552,Ian McCoshen\mccosia01,23,FLA,D,19,1,1,2,-2,8,0,0,0,15,6.7,253,13,41,0,2
553,Connor McDavid\mcdavco01,22,EDM,C,78,41,75,116,3,20,9,1,9,240,17.1,1781,30,39,428,2
554,Ryan McDonagh\mcdonry01,29,TBL,D,82,9,37,46,38,34,0,0,1,128,7.0,1811,161,98,0,2
555,Brock McGinn\mcginbr01,24,CAR,LW,82,10,16,26,10,20,0,1,0,123,8.1,1173,38,137,26,2
556,Jamie McGinn\mcginja01,30,FLA,LW,19,4,3,7,-5,6,1,0,1,23,17.4,203,3,34,1,2
557,Dylan McIlrath\mcilrdy01,26,DET,D,7,0,0,0,2,4,0,0,0,6,0.0,106,7,19,0,2
558,Greg McKegg\mckeggr01,26,CAR,C,41,6,5,11,-2,8,0,0,1,27,22.2,437,18,30,146,2
559,Cody McLeod\mcleoco01,34,TOT,LW,38,1,0,1,-13,67,0,0,0,22,4.5,246,10,112,0,2
560,Michael McLeod\mcleomi01,20,NJD,C,21,0,3,3,-8,13,0,0,0,21,0.0,256,4,41,70,2
561,Brayden McNabb\mcnabbr01,28,VEG,D,81,4,12,16,11,52,0,0,1,84,4.8,1578,139,200,0,2
562,Adam McQuaid\mcquaad01,32,TOT,D,50,3,4,7,2,42,0,0,1,28,10.7,789,88,122,0,2
563,Wade Megan\meganwa01,28,DET,C,11,0,1,1,-4,2,0,0,0,16,0.0,87,4,4,28,2
564,Jaycob Megna\megnaja02,26,ANA,D,28,1,3,4,-1,12,0,0,0,31,3.2,407,29,32,0,2
565,Timo Meier\meierti01,22,SJS,RW,78,30,36,66,9,55,6,0,2,250,12.0,1324,40,99,12,2
566,Dakota Mermis\mermida01,25,ARI,D,1,0,0,0,1,0,0,0,0,0,,11,0,0,0,2
567,Jonathon Merrill\merrijo01,26,VEG,D,57,3,12,15,16,53,0,1,0,72,4.2,1019,72,71,0,2
568,Victor Mete\metevi01,20,MTL,D,71,0,13,13,17,6,0,0,0,65,0.0,1262,95,21,0,2
569,Marc Methot\methoma01,33,DAL,D,9,0,0,0,-3,6,0,0,0,3,0.0,152,10,15,0,2
570,Jacob Middleton\middlja01,23,SJS,D,3,0,1,1,-1,2,0,0,0,0,,30,2,1,0,2
571,Sonny Milano\milanso01,22,CBJ,LW,8,1,0,1,0,0,0,0,0,5,20.0,67,0,5,0,2
572,Colin Miller\milleco02,26,VEG,D,65,3,26,29,0,44,1,0,0,131,2.3,1277,64,122,0,2
573,J.T. Miller\millejt01,25,TBL,C,75,13,34,47,8,30,4,0,4,108,12.0,1100,23,115,259,2
574,Kevan Miller\milleke03,31,BOS,D,39,0,7,7,8,35,0,0,0,32,0.0,692,79,73,0,2
575,Casey Mittelstadt\mitteca01,20,BUF,C,77,12,13,25,-19,10,3,0,1,118,10.2,1036,16,30,213,2
576,Sean Monahan\monahse01,24,CGY,C,78,34,48,82,7,12,12,0,5,211,16.1,1486,24,36,454,2
577,Brandon Montour\montobr01,24,TOT,D,82,8,27,35,-20,56,1,0,2,181,4.4,1841,121,99,0,2
578,John Moore\moorejo01,28,BOS,D,61,4,9,13,0,26,2,0,1,97,4.1,1145,76,77,0,2
579,Trevor Moore\mooretr01,23,TOR,LW,25,2,6,8,1,2,0,0,0,26,7.7,227,7,15,0,2
580,Samuel Morin\morinsa01,23,PHI,D,5,0,0,0,-3,4,0,0,0,5,0.0,62,7,9,0,2
581,Josh Morrissey\morrijo04,23,WPG,D,59,6,25,31,9,14,3,1,2,95,6.3,1322,107,55,0,2
582,Joseph Morrow\morrojo02,26,WPG,D,41,1,6,7,0,20,0,0,0,40,2.5,572,37,37,0,2
583,Tyler Motte\mottety01,23,VAN,C,74,9,7,16,-12,10,0,2,1,114,7.9,945,52,200,15,2
584,Mirco Mueller\muellmi01,23,NJD,D,53,1,10,11,-3,17,0,0,0,39,2.6,958,61,75,0,2
585,Connor Murphy\murphco02,25,CHI,D,52,5,8,13,12,40,0,0,1,84,6.0,1013,91,119,0,2
586,Ryan Murphy\murphry01,25,TOT,D,3,0,1,1,1,0,0,0,0,1,0.0,34,3,1,0,2
587,Ryan Murray\murrary01,25,CBJ,D,56,1,28,29,20,10,0,0,0,71,1.4,1201,93,27,0,2
588,Jake Muzzin\muzzija01,29,TOT,D,80,9,28,37,21,47,1,0,1,141,6.4,1707,134,172,0,2
589,Philippe Myers\myersph01,22,PHI,D,21,1,1,2,-5,2,0,0,0,25,4.0,323,8,42,0,2
590,Tyler Myers\myersty01,28,WPG,D,80,9,22,31,11,63,0,1,3,156,5.8,1628,99,97,0,2
591,Vladislav Namestnikov\namesvl01,26,NYR,C,78,11,20,31,-7,44,1,2,3,119,9.2,1232,62,140,22,2
592,Riley Nash\nashri02,29,CBJ,C,78,3,9,12,-8,19,0,0,1,79,3.8,846,43,72,150,2
593,James Neal\nealja01,31,CGY,LW,63,7,12,19,-5,28,2,0,1,141,5.0,942,19,46,5,2
594,Martin Necas\necasma01,20,CAR,C,7,1,1,2,0,2,0,0,0,6,16.7,70,2,3,16,2
595,Brock Nelson\nelsobr01,27,NYI,C,82,25,28,53,20,28,2,1,3,181,13.8,1474,55,51,594,2
596,Casey Nelson\nelsoca01,26,BUF,D,38,1,5,6,1,13,0,0,0,37,2.7,586,36,44,0,2
597,Patrik Nemeth\nemetpa01,26,COL,D,74,1,9,10,5,53,0,0,0,57,1.8,1220,131,137,1,2
598,Valeri Nichushkin\nichuva01,23,DAL,RW,57,0,10,10,-4,0,0,0,0,65,0.0,679,32,71,3,2
599,Nino Niederreiter\niedeni01,26,TOT,RW,82,23,30,53,-4,30,6,0,3,184,12.5,1330,20,94,37,2
600,Frans Nielsen\nielsfr01,34,DET,C,72,10,25,35,-7,14,0,0,4,120,8.3,1201,44,79,450,2
601,Matthew Nieto\nietoma01,26,COL,LW,64,4,19,23,2,8,0,1,1,86,4.7,881,26,50,9,2
602,Boo Nieves\nievecr01,25,NYR,C,43,4,6,10,-4,8,0,0,1,34,11.8,415,18,33,88,2
603,Sami Niku\nikusa01,22,WPG,D,30,1,3,4,0,2,0,0,0,19,5.3,418,30,10,0,2
604,Jacob Nilsson\nilssja01,25,CHI,C,2,0,0,0,-2,0,0,0,0,0,,16,1,1,3,2
605,Matt Niskanen\niskama01,32,WSH,D,80,8,17,25,-3,41,1,0,1,143,5.6,1755,137,167,0,2
606,Stefan Noesen\noesest01,25,NJD,RW,41,3,5,8,-19,28,0,0,0,64,4.7,522,21,95,23,2
607,Nelson Nogier\nogiene01,22,WPG,D,1,0,0,0,0,0,0,0,0,1,0.0,10,1,0,0,2
608,Jordan Nolan\nolanjo01,29,STL,C,14,0,2,2,2,14,0,0,0,17,0.0,111,4,22,0,2
609,Joakim Nordstrom\nordsjo02,26,BOS,C,70,7,5,12,0,13,0,0,3,103,6.8,944,52,86,48,2
610,Tomas Nosek\nosekto01,26,VEG,C,68,8,9,17,-10,18,0,1,1,116,6.9,848,23,75,82,2
611,Ryan Nugent-Hopkins\nugenry01,25,EDM,C,82,28,41,69,-13,26,8,1,3,208,13.5,1648,40,69,379,2
612,Darnell Nurse\nurseda01,23,EDM,D,82,10,31,41,-5,87,1,0,1,196,5.1,1953,146,162,0,2
613,Markus Nutivaara\nutivma01,24,CBJ,D,80,5,16,21,3,6,0,0,1,99,5.1,1414,61,80,0,2
614,Alexander Nylander\nylanal01,20,BUF,LW,12,2,2,4,-4,4,1,0,0,16,12.5,146,1,1,2,2
615,William Nylander\nylanwi01,22,TOR,C,54,7,20,27,-4,16,1,0,0,130,5.4,838,14,16,203,2
616,Gustav Nyquist\nyquigu01,29,TOT,RW,81,22,38,60,1,12,2,0,3,204,10.8,1419,23,36,11,2
617,Logan O'Connor\oconnlo01,22,COL,RW,5,0,0,0,-2,0,0,0,0,1,0.0,34,1,4,0,2
618,Danny O'Regan\oregada01,25,BUF,C,1,0,0,0,0,0,0,0,0,2,0.0,12,0,0,1,2
619,Ryan O'Reilly\oreilry01,27,STL,C,82,28,49,77,22,12,6,1,5,234,12.0,1702,36,31,1086,2
620,Jordan Oesterle\oestejo01,26,ARI,D,71,6,14,20,-3,12,3,0,0,77,7.8,1342,139,58,0,2
621,Kyle Okposo\okposky01,30,BUF,RW,78,14,15,29,-9,41,7,0,2,147,9.5,1075,27,87,63,2
622,Jamie Oleksiak\oleksja01,26,TOT,D,57,4,8,12,5,45,0,0,0,55,7.3,840,59,135,0,2
623,Victor Olofsson\olofsvi01,23,BUF,RW,6,2,2,4,1,2,2,0,0,21,9.5,108,3,2,0,2
624,Dmitry Orlov\orlovdm01,27,WSH,D,82,3,26,29,3,33,0,0,0,101,3.0,1774,103,137,0,2
625,Brooks Orpik\orpikbr01,38,WSH,D,53,2,7,9,8,32,0,0,0,43,4.7,830,78,131,0,2
626,T.J. Oshie\oshietj01,32,WSH,C,69,25,29,54,5,36,6,1,4,143,17.5,1284,55,133,84,2
627,Xavier Ouellet\ouellxa01,25,MTL,D,19,0,3,3,-3,13,0,0,0,32,0.0,323,30,32,0,2
628,Alex Ovechkin\ovechal01,33,WSH,LW,81,51,38,89,7,40,18,0,5,338,15.1,1695,41,223,1,2
629,Igor Ozhiganov\ozhigig01,26,TOR,D,53,3,4,7,0,14,0,0,0,43,7.0,743,48,57,0,2
630,Magnus Paajarvi\paajama01,27,OTT,LW,80,11,8,19,-14,6,0,1,1,119,9.2,1078,67,65,7,2
631,Max Pacioretty\pacioma01,30,VEG,LW,66,22,18,40,-13,36,4,0,5,191,11.5,1122,20,119,21,2
632,Jean-Gabriel Pageau\pageaje01,26,OTT,C,39,4,8,12,-12,14,0,0,0,83,4.8,696,38,63,259,2
633,Ondrej Palat\palaton01,27,TBL,LW,64,8,26,34,4,20,2,0,1,100,8.0,953,34,104,2,2
634,Kyle Palmieri\palmiky01,27,NJD,RW,74,27,23,50,-9,42,11,0,2,224,12.1,1343,35,98,24,2
635,Artemi Panarin\panarar01,27,CBJ,LW,79,28,59,87,14,23,6,0,8,191,14.7,1569,17,14,1,2
636,Richard Panik\panikri01,27,ARI,RW,75,14,19,33,-3,44,0,1,2,140,10.0,1246,52,137,5,2
637,Cedric Paquette\paquece01,25,TBL,C,80,13,4,17,7,80,0,2,1,87,14.9,960,61,269,404,2
638,Colton Parayko\parayco01,25,STL,D,80,10,18,28,20,15,4,0,3,176,5.7,1823,157,127,0,2
639,Zach Parise\parisza01,34,MIN,LW,74,28,33,61,-2,26,10,0,5,229,12.2,1381,71,49,9,2
640,David Pastrnak\pastrda01,22,BOS,RW,66,38,43,81,6,32,17,0,4,235,16.2,1238,25,57,1,2
641,Greg Pateryn\patergr01,28,MIN,D,80,1,6,7,-11,41,0,0,0,100,1.0,1370,118,144,0,2
642,Nolan Patrick\patrino01,20,PHI,C,72,13,18,31,-8,27,1,0,3,115,11.3,1086,26,72,399,2
643,Nick Paul\paulni01,23,OTT,LW,20,1,1,2,-10,4,0,0,0,30,3.3,169,4,28,16,2
644,Joe Pavelski\paveljo01,34,SJS,C,75,38,26,64,-4,22,12,1,6,188,20.2,1428,61,69,526,2
645,Tanner Pearson\pearsta01,26,TOT,LW,80,18,9,27,-15,25,3,0,1,147,12.2,1124,41,128,5,2
646,Matthew Peca\pecama01,25,MTL,C,39,3,7,10,-14,4,0,0,0,35,8.6,410,21,33,80,2
647,Adam Pelech\pelecad01,24,NYI,D,78,5,16,21,22,24,0,0,0,110,4.5,1453,116,149,0,2
648,Anthony Peluso\pelusan01,29,CGY,RW,4,0,0,0,-1,7,0,0,0,1,0.0,16,0,4,0,2
649,Brendan Perlini\perlibr01,22,TOT,LW,68,14,7,21,-17,28,2,0,0,117,12.0,789,22,51,1,2
650,Mathieu Perreault\perrema01,31,WPG,C,82,15,15,30,-1,44,4,0,3,95,15.8,1003,25,127,26,2
651,David Perron\perroda01,30,STL,LW,57,23,23,46,3,46,7,0,1,112,20.5,974,13,52,15,2
652,Corey Perry\perryco01,33,ANA,RW,31,6,4,10,-16,27,2,0,1,59,10.2,460,14,21,0,2
653,Brett Pesce\pescebr01,24,CAR,D,73,7,22,29,35,24,0,0,2,98,7.1,1496,131,53,1,2
654,Nic Petan\petanni01,23,TOT,C,18,1,2,3,-5,2,0,0,1,15,6.7,137,4,2,11,2
655,Alexander Petrovic\petroal01,26,TOT,D,35,0,2,2,-15,26,0,0,0,47,0.0,578,53,116,0,2
656,Jeff Petry\petryje01,31,MTL,D,82,13,33,46,-5,28,3,0,4,172,7.6,1896,123,190,0,2
657,Elias Pettersson\petteel01,20,VAN,C,71,28,38,66,3,12,10,0,7,144,19.4,1294,51,42,257,2
658,Marcus Pettersson\pettema01,22,TOT,D,84,2,23,25,17,66,1,0,0,87,2.3,1401,108,101,1,2
659,Dion Phaneuf\phanedi01,33,LAK,D,67,1,5,6,-21,53,0,0,0,80,1.3,1005,79,128,0,2
660,Blake Pietila\pietibl01,25,NJD,LW,19,0,1,1,-7,6,0,0,0,22,0.0,252,8,36,36,2
661,Alex Pietrangelo\pietral01,29,STL,D,71,13,28,41,2,22,3,0,2,168,7.7,1709,139,62,0,2
662,Lawrence Pilut\pilutla01,23,BUF,D,33,1,5,6,-8,20,0,0,0,37,2.7,575,33,20,0,2
663,Neal Pionk\pionkne01,23,NYR,D,73,6,20,26,-16,35,2,0,1,132,4.5,1545,98,138,0,2
664,Brandon Pirri\pirribr01,27,VEG,C,31,12,6,18,7,6,3,0,3,82,14.6,448,13,29,15,2
665,Rem Pitlick\pitlire01,21,NSH,C,1,0,0,0,0,2,0,0,0,0,,10,0,0,0,2
666,Tyler Pitlick\pitlity01,27,DAL,C,47,8,4,12,-2,6,1,0,1,75,10.7,629,27,93,5,2
667,Tomas Plekanec\plekato01,36,MTL,C,3,1,0,1,0,0,0,0,0,8,12.5,33,1,1,19,2
668,Ryan Poehling\poehlry01,20,MTL,C,1,3,0,3,3,0,0,0,0,3,100.0,11,0,1,4,2
669,Brayden Point\pointbr01,22,TBL,C,79,41,51,92,27,28,20,0,7,191,21.5,1495,43,31,435,2
670,Roman Polák\polakro01,32,DAL,D,77,1,8,9,6,69,0,0,0,77,1.3,1476,152,191,0,2
671,Jason Pominville\pominja01,36,BUF,RW,73,16,15,31,-4,4,1,0,3,134,11.9,910,20,18,18,2
672,Derrick Pouliot\poulide01,25,VAN,D,62,3,9,12,-1,30,1,0,1,58,5.2,1064,71,76,0,2
673,Nate Prosser\prossna01,32,MIN,D,15,0,0,0,1,2,0,0,0,10,0.0,153,13,17,0,2
674,Dalton Prout\proutda01,28,CGY,D,20,1,1,2,1,8,0,0,0,14,7.1,262,20,36,0,2
675,Ivan Provorov\provoiv01,22,PHI,D,82,7,19,26,-16,32,0,0,1,145,4.8,2059,149,123,0,2
676,Matt Puempel\puempma01,26,DET,LW,8,1,0,1,-2,2,1,0,0,10,10.0,83,5,4,0,2
677,Jesse Puljujarvi\puljuje01,20,EDM,RW,46,4,5,9,-14,16,0,0,0,53,7.5,550,26,46,2,2
678,Ryan Pulock\pulocry01,24,NYI,D,82,9,28,37,21,22,3,0,3,180,5.0,1834,148,143,0,2
679,Tom Pyatt\pyattto01,31,OTT,C,37,0,2,2,-16,2,0,0,0,29,0.0,433,46,15,56,2
680,Mark Pysyk\pysykma01,27,FLA,D,70,1,10,11,-1,26,0,0,0,64,1.6,1279,89,133,0,2
681,John Quenneville\quennjo02,22,NJD,C,19,1,0,1,-1,4,0,0,1,16,6.3,215,7,21,4,2
682,Alan Quine\quineal01,25,CGY,C,13,3,2,5,0,6,1,0,0,11,27.3,123,2,14,13,2
683,Lukas Radil\radillu01,28,SJS,C,36,7,4,11,7,6,0,0,2,40,17.5,385,9,29,6,2
684,Alexander Radulov\radulal01,32,DAL,RW,70,29,43,72,22,54,7,0,7,209,13.9,1385,83,60,6,2
685,Brogan Rafferty\raffebr01,23,VAN,D,2,0,0,0,-1,0,0,0,0,3,0.0,27,2,0,0,2
686,Michael Raffl\rafflmi01,30,PHI,LW,67,6,12,18,-1,32,0,1,1,65,9.2,765,29,96,14,2
687,Rickard Rakell\rakelri01,25,ANA,RW,69,18,25,43,-13,27,6,0,2,194,9.3,1275,38,82,17,2
688,Mikko Rantanen\rantami01,22,COL,RW,74,31,56,87,13,54,16,0,4,193,16.1,1542,41,59,17,2
689,Victor Rask\raskvi01,25,TOT,C,49,3,6,9,-4,8,0,0,0,55,5.5,593,12,40,204,2
690,Michael Rasmussen\rasmumi01,19,DET,C,62,8,10,18,-8,29,4,0,0,74,10.8,749,28,84,23,2
691,Ty Rattie\rattity01,25,EDM,RW,50,4,7,11,-2,4,0,0,1,84,4.8,567,7,57,1,2
692,Kyle Rau\rauky01,26,MIN,C,6,0,1,1,0,0,0,0,0,6,0.0,42,2,11,3,2
693,Matt Read\readma01,32,MIN,RW,12,1,0,1,-2,2,0,0,0,13,7.7,141,8,11,2,2
694,Ryan Reaves\reavery01,32,VEG,RW,80,9,11,20,1,74,3,0,2,95,9.5,870,24,305,40,2
