,Player,Unique ID
794,Brock Boeser\boesebr01,750
798,David Booth\boothda01,751
799,Andreas Borgman\borgman01,752
804,Gabriel Bourque\bourqga01,753
806,Madison Bowey\boweyma01,754
811,Jesper Bratt\brattje01,755
813,Connor Brickley\brickco01,756
817,Jonny Brodzinski\brodzjo01,757
827,Will Butcher\butchwi01,758
834,Paul Carey\careypa01,759
837,Gabriel Carlsson\carlsga01,760
844,Thomas Chabot\chaboth01,761
849,Filip Chlapik\chlapfi01,762
852,Anthony Cirelli\cirelan01,763
876,Evgenii Dadonov\dadonev01,764
878,Carl Dahlstrom\dahlsca01,765
880,Zac Dalpe\dalpeza01,766
885,Jacob de La Rose\delarja01,767
887,Alex DeBrincat\debrial01,768
888,Jake DeBrusk\debruja01,769
893,Travis Dermott\dermotr01,770
898,Christopher Didomenico\didomch01,771
900,Christian Djoos\djoosch01,772
902,Ryan Donato\donatry01,773
911,Pierre-Luc Dubois\duboipi01,774
917,Vince Dunn\dunnvi02,775
942,Oscar Fantenberg\fanteos01,776
949,Christian Fischer\fischch01,777
951,Haydn Fleury\fleurha01,778
960,Tanner Fritz\fritzta01,779
961,Martin Frk\frkma01,780
962,Byron Froese\froesby01,781
969,Frederick Gaudreau\gaudrfr01,782
973,Brian Gibbons\gibbobr02,783
974,John Gilmour\gilmojo01,784
977,Samuel Girard\girarsa01,785
985,Barclay Goodrow\goodrba01,786
996,A.J. Greer\greeraj01,787
999,Matt Grzelcyk\grzelma01,788
1003,Brendan Guhle\guhlebr01,789
1005,Erik Gustafsson\gustaer02,790
1007,Robert Hagg\haggro01,791
1019,Ben Harpur\harpube01,792
1029,Tim Heed\heedti01,793
1030,Danton Heinen\heineda01,794
1036,Matthew Highmore\highmma01,795
1038,Nico Hischier\hischni01,796
1049,Charles Hudon\hudonch01,797
1051,Dryden Hunt\huntdr01,798
1054,Tomas Hyka\hykato01,799
1056,Alex Iafallo\iafalal01,800
1059,Mark Jankowski\jankoma01,801
1060,Mattias Janmark\janmama02,802
1065,Jakub Jerabek\jerabja01,803
1072,Ross Johnston\johnsro02,804
1078,Tyson Jost\jostty01,805
1080,Noah Juulsen\juulsno01,806
1082,David Kampf\kampfda01,807
1086,Kasperi Kapanen\kapanka01,808
1093,Clayton Keller\kellecl01,809
1096,Mario Kempe\kempema01,810
1098,Alexander Kerfoot\kerfoal01,811
1110,Kalle Kossila\kossika01,812
1118,Dean Kukan\kukande01,813
1122,Luke Kunin\kuninlu01,814
1124,Sean Kuraly\kuralse01,815
1129,Brooks Laich\laichbr01,816
1135,Scott Laughton\laughsc01,817
1142,Brendan Leipsic\leipsbr01,818
1144,Brett Lernout\lernobr01,819
1147,Vinni Lettieri\lettivi01,820
1150,Oskar Lindblom\lindbos01,821
1160,Kurtis MacDermid\macdeku01,822
1166,Maxim Mamin\maminma01,823
1167,Andrew Mangiapane\mangian01,824
1184,Charlie McAvoy\mcavoch01,825
1188,Max McCormick\mccorma01,826
1189,Ian McCoshen\mccosia01,827
1195,Roland McKeown\mckeoro01,828
1199,Jaycob Megna\megnaja02,829
1202,Victor Mete\metevi01,830
1204,Sonny Milano\milanso01,831
1208,Andrei Mironov\mironan01,832
1219,Mirco Mueller\muellmi01,833
1235,Boo Nieves\nievecr01,834
1246,Jim O'Brien\obrieji01,835
1247,Rob O'Gara\ogararo01,836
1248,Danny O'Regan\oregada01,837
1251,Jordan Oesterle\oestejo01,838
1273,Nolan Patrick\patrino01,839
1274,Nick Paul\paulni01,840
1287,Marcus Pettersson\pettema01,841
1290,Neal Pionk\pionkne01,842
1296,Tucker Poolman\poolmtu01,843
1304,Ryan Pulock\pulocry01,844
1315,Ty Rattie\rattity01,845
1323,Zac Rinaldo\rinalza01,846
1328,Jack Roslovic\rosloja01,847
1331,Kevin Roy\royke01,848
1335,Jan Rutta\ruttaja02,849
1338,Joakim Ryan\ryanjo02,850
1340,Miikka Salomaki\salommi01,851
1341,Travis Sanheim\sanhetr01,852
1351,Nikita Scherbak\scherni01,853
1353,Jordan Schmaltz\schmajo01,854
1363,Nick Seeler\seeleni01,855
1367,Mikhail Sergachev\sergami01,856
1377,Duncan Siemens\siemedu01,857
1380,Dominik Simon\simondo01,858
1392,Vladimir Sobotka\sobotvl01,859
1411,Chandler Stephenson\stephch02,860
1416,Dylan Strome\stromdy01,861
1423,Evgeny Svechnikov\svechev01,862
1424,Jordan Szwarz\szwarjo01,863
1434,Tage Thompson\thompta01,864
1441,Dominic Toninato\tonindo01,865
1444,Alex Tuch\tuchal01,866
1461,Lucas Wallmark\wallmlu01,867
1463,David Warsofsky\warsoda01,868
1468,MacKenzie Weegar\weegama01,869
1473,Colin White\whiteco02,870
1482,Christian Wolanin\wolanch01,871
1494,Valentin Zykov\zykovva01,872
1498,Kenny Agostino\agostke01,873
1499,Andrew Agozzino\agozzan01,874
1502,Joey Anderson\anderjo08,875
1504,Lias Andersson\anderli01,876
1508,Mason Appleton\applema01,877
1522,Rudolfs Balcers\balceru01,878
1528,Drake Batherson\bathedr01,879
1529,Gavin Bayreuther\bayrega01,880
1542,Clark Bishop\bishocl01,881
1548,Teddy Blueger\bluegte01,882
1553,Henrik Borgström\borgshe01,883
1560,Travis Boyd\boydtr01,884
1575,Josh Brown\brownjo01,885
1580,Chris Butler\butlech01,886
1592,Colby Cave\caveco01,887
1595,Erik Cernak\cernaer01,888
1599,Rourke Chartier\chartro01,889
1602,Dennis Cholowski\cholode01,890
1604,Filip Chytil\chytifi01,891
1609,Connor Clifton\cliftco01,892
1617,Max Comtois\comtoma01,893
1629,Josh Currie\currijo01,894
1632,Rasmus Dahlin\dahlira01,895
1634,Michael Dal Colle\dalcomi01,896
1640,Jean-Sebastien Dea\deaje01,897
1660,Justin Dowling\dowliju01,898
1662,Sheldon Dries\driessh01,899
1664,Dillon Dube\dubedi01,900
1679,Christoffer Ehn\ehnch01,901
1706,Warren Foegele\foegewa01,902
1707,Steven Fogarty\fogarst01,903
1712,Jakob Forsbacka Karlsson\forsbja01,904
1715,Alexandre Fortin\fortial01,905
1717,Trent Frederic\fredetr01,906
1724,Joseph Gambardella\gambajo01,907
1726,Conor Garland\garlaco01,908
1728,Adam Gaudette\gaudead01,909
1750,Ryan Graves\gravery01,910
1753,Jordan Greenway\greenjo02,911
1755,Rocco Grimaldi\grimaro01,912
1756,Carl Grundstrom\grundca01,913
1763,Denis Gurianov\guriade01,914
1774,Joel Hanley\hanlejo01,915
1781,Jayce Hawryluk\hawryja01,916
1787,Miro Heiskanen\heiskmi01,917
1792,Joe Hicketts\hickejo01,918
1795,Roope Hintz\hintzro01,919
1796,Taro Hirose\hirosta01,920
1802,Justin Holl\hollju01,921
1807,Brett Howden\howdebr01,922
1808,Filip Hronek\hronefi01,923
1822,Christian Jaros\jarosch01,924
1830,Luke Johnson\johnslu01,925
1832,Andreas Johnsson\johnsan01,926
1834,Henri Jokiharju\jokihhe01,927
1835,Caleb Jones\jonesca01,928
1836,Max Jones\jonesma03,929
1838,Mathieu Joseph\josepma01,930
1843,Dominik Kahun\kahundo01,931
1844,Vladislav Kamenev\kamenvl01,932
1865,Bogdan Kiselevich\kiselbo01,933
1868,Corban Knight\knighco01,934
1874,Jesperi Kotkaniemi\kotkaje01,935
1875,Ilya Kovalchuk\kovalil01,936
1882,Ryan Kuffner\kuffnry01,937
1883,Karson Kuhlman\kuhlmka01,938
1892,Oliver Kylington\kylinol01,939
1893,Jordan Kyrou\kyroujo01,940
1894,Joel L'Esperance\lespejo01,941
1899,Maxime Lajoie\lajoima01,942
1900,Juho Lammikko\lammiju01,943
1905,Jacob Larsson\larssja01,944
1908,Jeremy Lauzon\lauzoje01,945
1915,Brendan Lemieux\lemiebr01,946
1924,Par Lindholm\lindhpa01,947
1929,Matt Luff\luffma01,948
1930,Isac Lundestrom\lundeis01,949
1931,Ilya Lyubushkin\lyubuil01,950
1935,Mackenzie MacEachern\maceama01,951
1937,Saku Maenalanen\maenasa01,952
1938,Josh Mahura\mahurjo01,953
1941,Brad Malone\malonbr01,954
1970,Michael McLeod\mcleomi01,955
1973,Wade Megan\meganwa01,956
1981,Casey Mittelstadt\mitteca01,957
1985,Trevor Moore\mooretr01,958
1993,Philippe Myers\myersph01,959
2001,Valeri Nichushkin\nichuva01,960
2006,Sami Niku\nikusa01,961
2015,Alexander Nylander\nylanal01,962
2027,Igor Ozhiganov\ozhigig01,963
2054,Elias Pettersson\petteel01,964
2059,Lawrence Pilut\pilutla01,965
2076,Lukas Radil\radillu01,966
2082,Michael Rasmussen\rasmumi01,967
2091,Juuso Riikola\riikoju01,968
2096,Eric Robinson\robiner01,969
2098,Kevin Rooney\rooneke01,970
2102,Matt Roy\royma04,971
2115,Ashton Sautner\sautnas01,972
2134,Brett Seney\seneybr01,973
2141,Kiefer Sherwood\sherwki01,974
2143,Jonas Siegenthaler\siegejo01,975
2144,Dylan Sikura\sikurdy01,976
2146,Radim Simek\simekra01,977
2154,C.J. Smith\smithcj01,978
2165,Daniel Sprong\spronda01,979
2174,Sam Steel\steelsa01,980
2181,Ben Street\streebe01,981
2186,Antti Suomela\suomean01,982
2189,Andrei Svechnikov\svechan01,983
2196,Troy Terry\terrytr01,984
2198,Robert Thomas\thomaro01,985
2203,Brady Tkachuk\tkachbr01,986
2205,Devon Toews\toewsde01,987
2209,Zach Trotman\trotmza01,988
2213,Juuso Valimaki\valimju01,989
2217,Phil Varone\varonph01,990
2220,Max Veronneau\veronma01,991
2225,Mikhail Vorobyev\vorobmi01,992
2227,Austin Wagner\wagneau01,993
2229,Sean Walker\walkese01,994
2237,Andy Welinski\welinan01,995
2245,Garrett Wilson\wilsoga01,996
2251,Egor Yakovlev\yakoveg01,997
2252,Kailer Yamamoto\yamamka01,998
2277,Rasmus Asplund\asplura01,999
2281,Nicolas Aube-Kubel\aubekni01,1000
2289,Cole Bardreau\bardrco01,1001
2296,J.C. Beaudin\beaudje01,1002
2300,Emil Bemstrom\bemstem01,1003
2306,Lean Bergmann\bergmle01,1004
2313,Colin Blackwell\blackco01,1005
2321,Adam Boqvist\boqviad01,1006
2322,Jesper Boqvist\boqvije01,1007
2332,Erik Brannstrom\branner01,1008
2342,Logan Brown\brownlo01,1009
2344,Connor Bunnaman\bunnaco01,1010
2349,Nicholas Caamano\caamani01,1011
2391,Kirby Dach\dachki01,1012
2413,Noah Dobson\dobsono01,1013
2444,Andreas Englund\engluan01,1014
2445,Pierre Engvall\engvapi01,1015
2451,Jake Evans\evansja02,1016
2453,Dante Fabbro\fabbrda01,1017
2456,Joel Farabee\farabjo01,1018
2461,Mario Ferraro\ferrama01,1019
2465,Cale Fleury\fleurca01,1020
2474,Adam Fox\foxad01,1021
2477,Morgan Frost\frostmo01,1022
2481,Dylan Gambrell\gambrdy01,1023
2487,Julien Gauthier\gauthju01,1024
2488,Vladislav Gavrikov\gavrivl01,1025
2489,Nathan Gerbe\gerbena01,1026
2492,Dennis Gilbert\gilbede01,1027
2497,Cody Glass\glassco01,1028
2512,Noah Gregor\gregono01,1029
2522,Nikita Gusev\gusevni01,1030
2523,David Gustafsson\gustada01,1031
2525,Gaetan Haas\haasga01,1032
2528,Nicolas Hague\hagueni01,1033
2530,Libor Hajek\hajekli01,1034
2537,Jansen Harkins\harkija01,1035
2545,Barrett Hayton\haytoba01,1036
2569,Jack Hughes\hugheja03,1037
2570,Quinn Hughes\hughequ01,1038
2601,Kaapo Kakko\kakkoka01,1039
2615,Joel Kellman\kellmjo01,1040
2622,Joel Kiviranta\kivirjo01,1041
2627,Otto Koivula\koivuot01,1042
2636,Dominik Kubalík\kubaldo01,1043
2649,Sam Lafferty\laffesa01,1044
2667,Jakob Lilja\liljaja01,1045
2668,Timothy Liljegren\liljeti01,1046
2671,Ryan Lindgren\lindgry01,1047
2675,Gustav Lindstrom\lindsgu01,1048
2676,Blake Lizotte\lizotbl01,1049
2681,Joona Luoto\luotojo01,1050
2686,Zack MacEwen\macewza01,1051
2687,Ryan MacInnis\macinry01,1052
2690,Cale Makar\makarca01,1053
2699,John Marino\marinjo01,1054
2709,Gerald Mayhew\mayhege01,1055
2716,Dylan McIlrath\mcilrdy01,1056
2721,Dakota Mermis\mermida01,1057
2724,Jacob Middleton\middlja01,1058
2725,Ilya Mikheyev\mikheil01,1059
2745,Martin Necas\necasma01,1060
2748,Aaron Ness\nessaa01,1061
2761,Joakim Nygard\nygarjo01,1062
2765,Logan O'Connor\oconnlo01,1063
2770,Victor Olofsson\olofsvi01,1064
2790,Andrew Peeke\peekean01,1065
2796,Joel Persson\perssjo02,1066
2807,Ryan Poehling\poehlry01,1067
2811,Nikolai Prokhorkin\prokhni01,1068
2835,Calle Rosen\rosenca01,1069
2840,Nicolas Roy\royni01,1070
2843,Patrick Russell\russepa01,1071
2850,Scott Sabourin\sabousc01,1072
2851,Rasmus Sandin\sandira01,1073
2891,Givani Smith\smithgi01,1074
2897,Carson Soucy\soucyca01,1075
2908,Kevin Stenlund\stenlke01,1076
2910,Mitchell Stephens\stephmi01,1077
2913,Riley Stillman\stillri01,1078
2924,Nick Suzuki\suzukni01,1079
2934,Alexandre Texier\texieal01,1080
2940,Dmytro Timashov\timasdm01,1081
2941,Jarred Tinordi\tinorja01,1082
2948,Yakov Trenin\treniya01,1083
2951,Alexander True\trueal01,1084
2954,Carsen Twarynski\twaryca01,1085
2955,T.J. Tynan\tynant.01,1086
2960,Carter Verhaeghe\verhaca01,1087
2962,Gabriel Vilardi\vilarga01,1088
2982,Zach Whitecloud\whiteza01,1089
2990,Filip Zadina\zadinfi01,1090
3000,Wade Allison\alliswa01,1091
3003,Michael Anderson\andermi02,1092
3004,Jaret Anderson-Dolan\anderja01,1093
3007,Anthony Angello\angelan01,1094
3023,Alexander Barabanov\barabal01,1095
3026,Alex Barre-Boulet\barreal01,1096
3029,Nathan Bastian\bastina01,1097
3032,Jake Bean\beanja01,1098
3034,Nicolas Beaudin\beaudni01,1099
3038,Kieffer Bellows\belloki01,1100
3050,Tobias Bjornfot\bjornto01,1101
3061,William Borgen\borgewi01,1102
3064,Evan Bouchard\bouchev01,1103
3073,Mathias Brome\bromema01,1104
3074,Adam Brooks\brookad01,1105
3078,Jacob Bryson\brysoja01,1106
3081,Michael Bunting\buntimi01,1107
3085,Bowen Byram\byrambo01,1108
3093,Lucas Carlsson\carlslu01,1109
3096,Sam Carrick\carrisa01,1110
3097,Alexandre Carrier\carrial01,1111
3100,Cole Caufield\caufico01,1112
3106,Jalen Chatfield\chatfja01,1113
3114,Kale Clague\claguka01,1114
3119,Dylan Coghlan\coghldy01,1115
3123,Ross Colton\coltoro01,1116
3134,Dylan Cozens\cozendy01,1117
3143,Jeremy Davies\davieje01,1118
3150,Ty Dellandrea\dellaty01,1119
3168,Jamie Drysdale\drysdja01,1120
3208,Callan Foote\footeca01,1121
3210,Alex Formenton\formeal01,1122
3213,Liam Foudy\foudyli01,1123
3223,Rhett Gardner\gardnrh01,1124
3230,Morgan Geekie\geekimo01,1125
3260,Brandon Hagel\hagelbr01,1126
3265,Jani Hakanpaa\hakanja01,1127
3293,Nils Hoglander\hoglani01,1128
3312,Tanner Jeannot\jeannta01,1129
3326,Zachary Jones\jonesza01,1130
3328,Pierre-Olivier Joseph\joseppi01,1131
3329,Dakota Joshua\joshuda01,1132
3332,Olli Juolevi\juoleol01,1133
3336,Wyatt Kalynuk\kalynwy01,1134
3342,Kirill Kaprizov\kapriki01,1135
3356,Nikolai Knyzhov\knyzhni01,1136
3358,Keegan Kolesar\koleske01,1137
3363,Vitali Kravtsov\kravtvi01,1138
3373,Janne Kuokkanen\kuokkja01,1139
3375,Philipp Kurashev\kurasph01,1140
3381,Alexis Lafreniere\lafreal01,1141
3382,William Lagesson\lageswi01,1142
3396,Mikko Lehtonen\lehtomi03,1143
3399,John Leonard\leonajo01,1144
3409,Ryan Lomberg\lombery01,1145
3410,Steven Lorentz\lorenst01,1146
3415,Eetu Luostarinen\luostee01,1147
3419,Jacob MacDonald\macdoja02,1148
3427,Mikhail Maltsev\maltsmi01,1149
3433,Mason Marchment\marchma01,1150
3442,Stefan Matteau\mattest02,1151
3453,Ryan McLeod\mcleory01,1152
3456,Nicholas Merkley\merklni01,1153
3459,Marc Michaelis\michama01,1154
3461,Niko Mikkola\mikkoni01,1155
3464,K'Andre Miller\milleka01,1156
3466,Ian Mitchell\mitchia01,1157
3471,Samuel Morin\morinsa01,1158
3491,Joshua Norris\norrijo01,1159
3497,Liam O'Brien\obrieli01,1160
3498,Drew O'Connor\oconndr01,1161
3504,Mathieu Olivier\olivima01,1162
3524,Lane Pederson\pederla01,1163
3535,Shane Pinto\pintosh01,1164
3537,Rem Pitlick\pitlire01,1165
3555,Dan Renouf\renouda01,1166
3562,Jason Robertson\roberja01,1167
3565,Alexander Romanov\romanal01,1168
3573,Arttu Ruotsalainen\ruotsar01,1169
3580,Mattias Samuelsson\samuema02,1170
3596,Yegor Sharangovich\sharaye01,1171
3616,Ty Smith\smithty01,1172
3627,Logan Stanley\stanllo01,1173
3638,Austin Strand\stranau01,1174
3641,Jack Studnicka\studnja01,1175
3642,Nico Sturm\sturmni01,1176
3643,Tim Stützle\stuetti02,1177
3646,Pius Suter\suterpi01,1178
3667,Conor Timmins\timmico01,1179
3669,Owen Tippett\tippeow01,1180
3674,Eeli Tolvanen\tolvaee01,1181
3686,Kristian Vesalainen\vesalkr01,1182
3688,Jeffrey Viel\vielje01,1183
3692,Alexander Volkov\volkoal01,1184
3697,Oliver Wahlstrom\wahlsol01,1185
3700,Jake Walman\walmaja01,1186
3720,Jakub Zboril\zborija01,1187
3721,Trevor Zegras\zegratr01,1188
3723,Artem Zub\zubar01,1189
