,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
463,Petteri Lindbohm\lindbpe02,23,STL,D,7,0,0,0,-4,4,0,0,0,10,0.0,91,5,10,0,0
464,Esa Lindell\lindees01,22,DAL,D,73,6,12,18,8,22,0,0,2,99,6.1,1597,119,93,0,0
465,Anton Lindholm\lindhan01,22,COL,D,12,0,0,0,-8,2,0,0,0,7,0.0,177,12,38,0,0
466,Elias Lindholm\lindhel01,22,CAR,C,72,11,34,45,-2,16,2,1,0,151,7.3,1309,43,99,353,0
467,Hampus Lindholm\lindhha01,23,ANA,D,66,6,14,20,13,36,1,0,2,94,6.4,1482,94,98,2,0
468,Bryan Little\littlbr01,29,WPG,C,59,21,26,47,-7,18,6,0,3,119,17.6,1036,23,35,610,0
469,Matthew Lorito\loritma01,26,DET,LW,2,0,1,1,0,0,0,0,0,6,0.0,29,0,0,0,0
470,Ben Lovejoy\lovejbe01,32,NJD,D,82,1,6,7,-7,39,0,0,1,84,1.2,1703,149,82,0,0
471,Adam Lowry\lowryad01,23,WPG,C,82,15,14,29,1,52,5,0,1,122,12.3,1316,56,217,658,0
472,Milan Lucic\lucicmi01,28,EDM,LW,82,23,27,50,-3,50,12,0,3,175,13.1,1407,20,202,4,0
473,Roman Lyubimov\lyubiro01,25,PHI,LW,47,4,2,6,-2,8,0,0,1,41,9.8,450,16,28,1,0
474,Olli Maatta\maattol01,22,PIT,D,55,1,6,7,17,12,0,0,0,66,1.5,994,102,72,0,0
475,Clarke MacArthur\macarcl01,31,OTT,LW,4,0,0,0,-1,0,0,0,0,5,0.0,54,1,4,0,0
476,Andrew MacDonald\macdoan01,30,PHI,D,73,2,16,18,-5,26,0,0,0,65,3.1,1468,151,39,0,0
477,Derek MacKenzie\mackede01,35,FLA,C,82,6,10,16,-7,50,0,2,1,91,6.6,1030,45,192,386,0
478,Nathan MacKinnon\mackina01,21,COL,C,82,16,37,53,-14,16,2,2,4,251,6.4,1635,30,56,768,0
479,Denis Malgin\malgide01,20,FLA,C,47,6,4,10,-5,8,2,0,1,67,9.0,528,15,34,67,0
480,Evgeni Malkin\malkiev01,30,PIT,C,62,33,39,72,18,77,11,0,6,191,17.3,1154,25,40,365,0
481,Sean Malone\malonse01,21,BUF,C,1,0,0,0,0,0,0,0,0,1,0.0,12,1,0,5,0
482,Brandon Manning\mannibr01,26,PHI,D,65,3,9,12,-12,83,0,1,1,84,3.6,1174,79,121,0,0
483,Josh Manson\mansojo01,25,ANA,D,82,5,12,17,14,82,0,1,1,88,5.7,1527,79,227,0,0
484,Anthony Mantha\manthan01,22,DET,RW,60,17,19,36,10,53,1,0,3,133,12.8,954,33,46,5,0
485,Brad Marchand\marchbr03,28,BOS,LW,80,39,46,85,18,81,9,3,8,226,17.3,1555,35,51,13,0
486,Alexey Marchenko\marchal01,25,TOT,D,41,1,7,8,7,12,0,0,0,36,2.8,695,59,22,0,0
487,Jonathan Marchessault\audymjo01,26,FLA,C,75,30,21,51,-21,38,8,0,6,193,15.5,1268,17,105,122,0
488,Martin Marincin\marinma01,24,TOR,D,25,1,6,7,3,16,0,0,0,22,4.5,451,27,25,0,0
489,Andrei Markov\markoan01,38,MTL,D,62,6,30,36,18,16,1,0,1,98,6.1,1354,73,39,0,0
490,Patrick Marleau\marlepa01,37,SJS,LW,82,27,19,46,4,28,7,0,6,190,14.2,1407,32,82,115,0
491,Mitch Marner\marnemi01,19,TOR,C,77,19,42,61,0,38,4,0,5,176,10.8,1294,39,41,14,0
492,Pat Maroon\maroopa01,28,EDM,LW,81,27,15,42,13,95,3,0,5,178,15.2,1356,23,189,6,0
493,Matt Martin\martima02,27,TOR,LW,82,5,4,9,0,123,0,0,0,66,7.6,730,26,300,0,0
494,Paul Martin\martipa01,35,SJS,D,81,4,22,26,10,20,0,0,1,57,7.0,1557,124,41,0,0
495,Alec Martinez\martial01,29,LAK,D,82,9,30,39,-17,24,2,1,3,144,6.3,1775,167,137,0,0
496,Jordan Martinook\martijo01,24,ARI,LW,77,11,14,25,-8,40,1,1,2,109,10.1,1207,68,50,460,0
497,Andreas Martinsen\martian01,26,TOT,LW,64,3,4,7,-14,32,0,0,0,73,4.1,637,28,173,3,0
498,Mike Matheson\mathemi01,22,FLA,D,81,7,10,17,-5,36,0,0,0,179,3.9,1705,118,69,1,0
499,Auston Matthews\matthau01,19,TOR,C,82,40,29,69,2,14,8,0,8,279,14.3,1446,61,21,530,0
500,Shawn Matthias\matthsh01,28,WPG,LW,45,8,4,12,0,13,0,1,1,51,15.7,610,19,47,5,0
501,Scott Mayfield\mayfisc01,24,NYI,D,25,2,7,9,-1,35,0,0,0,39,5.1,354,36,37,0,0
502,Jamie McBain\mcbaija02,28,ARI,D,3,0,0,0,-1,0,0,0,0,3,0.0,50,4,0,0,0
503,Jake McCabe\mccabja01,23,BUF,D,76,3,17,20,-7,26,1,0,1,79,3.8,1574,114,73,0,0
504,Jared McCann\mccanja01,20,FLA,C,29,1,6,7,-1,4,0,0,0,44,2.3,337,6,28,41,0
505,Michael McCarron\mccarmi01,21,MTL,RW,31,1,4,5,-4,41,0,0,0,31,3.2,307,11,75,76,0
506,Jay McClement\mccleja01,33,CAR,C,65,5,3,8,-8,18,0,1,1,37,13.5,740,40,49,253,0
507,Max McCormick\mccorma01,24,OTT,RW,7,0,0,0,-3,0,0,0,0,7,0.0,47,1,13,15,0
508,Ian McCoshen\mccosia01,21,FLA,D,3,0,1,1,0,0,0,0,0,0,,40,2,3,0,0
509,Connor McDavid\mcdavco01,20,EDM,C,82,30,70,100,27,26,3,1,6,251,12.0,1733,29,34,348,0
510,Ryan McDonagh\mcdonry01,27,NYR,D,77,6,36,42,20,37,1,1,1,153,3.9,1876,160,80,0,0
511,Colin McDonald\mcdonco01,32,PHI,C,3,1,0,1,1,0,0,0,0,5,20.0,27,0,9,0,0
512,Evan McEneny\mceneev01,22,VAN,D,1,0,0,0,-1,0,0,0,0,1,0.0,15,0,0,0,0
513,Brock McGinn\mcginbr01,22,CAR,LW,57,7,9,16,-11,6,0,0,1,74,9.5,684,22,91,1,0
514,Jamie McGinn\mcginja01,28,ARI,LW,72,9,8,17,-23,23,0,0,2,116,7.8,948,18,116,1,0
515,Dylan McIlrath\mcilrdy01,24,TOT,D,6,1,0,1,-2,14,0,0,0,3,33.3,57,4,15,0,0
516,Greg McKegg\mckeggr01,24,TOT,C,46,3,4,7,-3,22,0,0,0,36,8.3,456,16,48,90,0
517,Curtis McKenzie\mckencu01,25,DAL,LW,53,6,10,16,5,72,0,0,3,66,9.1,575,31,103,3,0
518,Cody McLeod\mcleoco01,32,TOT,LW,59,5,1,6,-3,145,0,0,0,30,16.7,423,14,150,0,0
519,Brayden McNabb\mcnabbr01,26,LAK,D,49,2,2,4,1,54,0,0,0,47,4.3,738,54,110,0,0
520,Mark McNeill\mcneima01,23,DAL,RW,1,0,0,0,-1,0,0,0,0,1,0.0,14,1,0,0,0
521,Adam McQuaid\mcquaad01,30,BOS,D,77,2,8,10,4,71,0,0,1,64,3.1,1405,144,157,0,0
522,Wade Megan\meganwa01,26,STL,C,3,1,0,1,1,0,0,0,0,6,16.7,26,0,2,13,0
523,Jaycob Megna\megnaja02,24,ANA,D,1,0,0,0,1,0,0,0,0,0,,15,0,0,0,0
524,Jayson Megna\megnaja01,26,VAN,C,58,4,4,8,-4,6,0,0,0,72,5.6,721,23,87,2,0
525,Timo Meier\meierti01,20,SJS,RW,34,3,3,6,1,10,0,0,1,85,3.5,424,5,64,1,0
526,Julian Melchiori\melchju01,25,WPG,D,18,0,2,2,0,8,0,0,0,15,0.0,331,31,30,0,0
527,Jonathon Merrill\merrijo01,24,NJD,D,51,1,5,6,-9,24,0,0,0,48,2.1,947,67,39,0,0
528,Marc Methot\methoma01,31,OTT,D,68,0,12,12,13,24,0,0,0,69,0.0,1348,77,164,0,0
529,Milan Michálek\michami01,32,TOR,LW,5,1,1,2,-2,2,0,0,0,6,16.7,71,9,7,0,0
530,Zbynek Michalek\michazb01,34,ARI,D,3,0,0,0,1,0,0,0,0,3,0.0,53,5,7,0,0
531,Sonny Milano\milanso01,20,CBJ,LW,4,0,0,0,-3,0,0,0,0,2,0.0,47,2,3,0,0
532,Colin Miller\milleco02,24,BOS,D,61,6,7,13,0,55,1,0,0,85,7.1,965,36,85,0,0
533,Drew Miller\milledr01,32,DET,LW,55,5,2,7,-12,18,0,0,1,43,11.6,565,52,71,2,0
534,J.T. Miller\millejt01,23,NYR,LW,82,22,34,56,17,21,2,3,6,132,16.7,1342,56,101,157,0
535,Kevan Miller\milleke03,29,BOS,D,58,3,10,13,1,50,0,0,1,49,6.1,1032,76,121,0,0
536,Garrett Mitchell\mitchga01,25,WSH,RW,1,0,0,0,0,0,0,0,0,0,,9,0,2,0,0
537,John Mitchell\mitchjo01,32,COL,C,65,3,4,7,-12,45,0,0,1,57,5.3,816,45,88,298,0
538,Torrey Mitchell\mitchto01,32,MTL,C,78,8,9,17,5,38,0,0,1,68,11.8,983,56,47,410,0
539,Zack Mitchell\mitchza01,24,MIN,RW,11,0,0,0,-1,0,0,0,0,10,0.0,93,3,14,11,0
540,Griffen Molino\molingr01,23,VAN,C,5,0,0,0,-2,0,0,0,0,3,0.0,53,1,1,0,0
541,Sean Monahan\monahse01,22,CGY,C,82,27,31,58,-1,20,8,1,4,199,13.6,1441,25,34,743,0
542,Brandon Montour\montobr01,22,ANA,D,27,2,4,6,11,14,0,0,0,50,4.0,469,24,21,0,0
543,Dominic Moore\mooredo01,36,BOS,C,82,11,14,25,2,44,0,3,1,96,11.5,1061,42,63,357,0
544,John Moore\moorejo01,26,NJD,D,63,12,10,22,-7,39,1,0,1,102,11.8,1196,61,68,0,0
545,Samuel Morin\morinsa01,21,PHI,D,1,0,0,0,0,0,0,0,0,2,0.0,18,0,7,0,0
546,Josh Morrissey\morrijo04,21,WPG,D,82,6,14,20,6,38,1,0,3,99,6.1,1598,139,145,0,0
547,Joseph Morrow\morrojo02,24,BOS,D,17,0,1,1,-4,8,0,0,0,19,0.0,264,19,29,0,0
548,Tyler Motte\mottety01,21,CHI,LW,33,4,3,7,2,14,0,0,0,46,8.7,376,24,27,4,0
549,Matt Moulson\moulsma01,33,BUF,LW,81,14,18,32,-4,10,11,0,2,134,10.4,940,18,37,1,0
550,Mirco Mueller\muellmi01,21,SJS,D,4,1,1,2,2,0,0,0,0,3,33.3,38,3,2,0,0
551,Connor Murphy\murphco02,23,ARI,D,77,2,15,17,-13,45,0,1,1,81,2.5,1477,119,201,0,0
552,Ryan Murphy\murphry01,23,CAR,D,27,0,2,2,-11,8,0,0,0,17,0.0,356,31,2,0,0
553,Ryan Murray\murrary01,23,CBJ,D,60,2,9,11,3,24,0,0,0,52,3.8,1100,96,23,0,0
554,Jake Muzzin\muzzija01,27,LAK,D,82,9,19,28,-21,46,4,0,1,184,4.9,1828,122,162,0,0
555,Tyler Myers\myersty01,26,WPG,D,11,2,3,5,5,13,0,0,0,16,12.5,244,21,12,0,0
556,Jakub Nakladal\naklaja01,29,CAR,D,3,0,0,0,-4,0,0,0,0,3,0.0,44,4,2,0,0
557,Vladislav Namestnikov\namesvl01,24,TBL,C,74,10,18,28,-4,31,3,0,0,114,8.8,1094,31,72,209,0
558,Rick Nash\nashri01,32,NYR,RW,67,23,15,38,9,26,6,1,3,195,11.8,1103,35,63,0,0
559,Riley Nash\nashri02,27,BOS,C,81,7,10,17,-1,14,0,1,2,125,5.6,1118,36,67,276,0
560,James Neal\nealja01,29,NSH,RW,70,23,18,41,-10,35,5,0,5,202,11.4,1239,18,84,3,0
561,Chris Neil\neilch01,37,OTT,RW,53,1,3,4,-11,63,0,0,0,42,2.4,401,20,108,0,0
562,Brock Nelson\nelsobr01,25,NYI,LW,81,20,25,45,-6,36,1,0,4,173,11.6,1268,48,50,346,0
563,Casey Nelson\nelsoca01,24,BUF,D,11,0,0,0,-3,4,0,0,0,10,0.0,139,5,15,0,0
564,Patrik Nemeth\nemetpa01,24,DAL,D,40,0,3,3,-4,14,0,0,0,46,0.0,631,47,45,0,0
565,Aaron Ness\nessaa01,26,WSH,D,2,0,0,0,-1,0,0,0,0,0,,26,2,2,0,0
566,Nikita Nesterov\nesteni01,23,TOT,D,48,4,13,17,0,24,1,0,0,63,6.3,782,21,84,0,0
567,Andrej Nestrasil\nestran01,25,CAR,C,19,1,4,5,-3,2,0,0,0,27,3.7,207,6,10,3,0
568,Nino Niederreiter\niedeni01,24,MIN,RW,82,25,32,57,17,53,8,0,3,186,13.4,1236,20,120,0,0
569,Frans Nielsen\nielsfr01,32,DET,C,79,17,24,41,-19,18,4,2,0,162,10.5,1355,54,64,653,0
570,Matthew Nieto\nietoma01,24,TOT,LW,59,7,6,13,-12,8,0,0,1,85,8.2,881,34,40,2,0
571,Boo Nieves\nievecr01,23,NYR,C,1,0,0,0,-1,0,0,0,0,0,,12,1,0,3,0
572,Matt Niskanen\niskama01,30,WSH,D,78,5,34,39,20,32,1,0,2,154,3.2,1730,93,147,0,0
573,Stefan Noesen\noesest01,23,TOT,RW,44,8,2,10,6,24,0,0,0,63,12.7,490,10,50,26,0
574,Nelson Nogier\nogiene01,20,WPG,D,10,0,0,0,-1,5,0,0,0,8,0.0,117,5,12,0,0
575,Jordan Nolan\nolanjo01,27,LAK,C,46,4,4,8,-3,44,0,0,0,39,10.3,499,7,62,2,0
576,Joakim Nordstrom\nordsjo02,24,CAR,LW,82,7,5,12,-12,17,0,1,2,104,6.7,1043,41,148,9,0
577,Tomas Nosek\nosekto01,24,DET,LW,11,1,0,1,-1,2,0,0,0,19,5.3,111,5,10,37,0
578,Ryan Nugent-Hopkins\nugenry01,23,EDM,C,82,18,25,43,-10,29,5,0,4,200,9.0,1451,35,47,556,0
579,Darnell Nurse\nurseda01,21,EDM,D,44,5,6,11,0,33,0,0,0,85,5.9,749,53,107,0,0
580,Markus Nutivaara\nutivma01,22,CBJ,D,66,2,5,7,7,6,0,0,0,66,3.0,872,38,36,0,0
581,Alexander Nylander\nylanal01,18,BUF,RW,4,0,1,1,-2,0,0,0,0,4,0.0,49,2,1,0,0
582,William Nylander\nylanwi01,20,TOR,C,81,22,39,61,-3,32,9,0,2,205,10.7,1297,16,25,49,0
583,Gustav Nyquist\nyquigu01,27,DET,RW,76,12,36,48,0,18,2,0,2,165,7.3,1325,20,54,4,0
584,Liam O'Brien\obrieli01,22,WSH,LW,1,0,0,0,0,0,0,0,0,0,,6,0,1,0,0
585,Rob O'Gara\ogararo01,23,BOS,D,3,0,0,0,1,0,0,0,0,2,0.0,48,7,3,0,0
586,Danny O'Regan\oregada01,23,SJS,C,3,1,0,1,-2,0,1,0,0,5,20.0,35,1,1,14,0
587,Cal O'Reilly\oreilca01,30,BUF,C,11,0,1,1,-6,0,0,0,0,3,0.0,87,3,2,32,0
588,Ryan O'Reilly\oreilry01,25,BUF,C,72,20,35,55,-1,10,8,1,3,189,10.6,1545,45,21,1039,0
589,Johnny Oduya\oduyajo01,35,TOT,D,52,2,7,9,-4,18,0,0,0,37,5.4,950,123,29,0,0
590,Jordan Oesterle\oestejo01,24,EDM,D,2,0,0,0,-1,0,0,0,0,2,0.0,35,3,2,0,0
591,Kyle Okposo\okposky01,28,BUF,RW,65,19,26,45,-7,24,7,0,2,156,12.2,1233,25,53,54,0
592,Jamie Oleksiak\oleksja01,24,DAL,D,41,5,2,7,-4,37,0,0,1,33,15.2,665,53,51,0,0
593,Steven Oleksy\oleksst01,30,PIT,D,11,0,1,1,2,24,0,0,0,11,0.0,151,19,20,0,0
594,Gustav Olofsson\olofsgu01,22,MIN,D,13,0,3,3,-1,2,0,0,0,7,0.0,175,16,10,0,0
595,Dmitry Orlov\orlovdm01,25,WSH,D,82,6,27,33,30,51,1,0,0,125,4.8,1602,94,122,0,0
596,Brooks Orpik\orpikbr01,36,WSH,D,79,0,14,14,32,48,0,0,0,93,0.0,1405,132,181,0,0
597,T.J. Oshie\oshietj01,30,WSH,RW,68,33,23,56,28,36,7,1,4,143,23.1,1214,50,95,87,0
598,Steve Ott\ottst01,34,TOT,C,53,3,4,7,-8,80,0,0,0,45,6.7,570,23,144,153,0
599,Xavier Ouellet\ouellxa01,23,DET,D,66,3,9,12,2,51,0,0,0,89,3.4,1186,87,73,0,0
600,Alex Ovechkin\ovechal01,31,WSH,LW,82,33,36,69,6,50,17,0,7,313,10.5,1506,29,216,0,0
601,Magnus Paajarvi\paajama01,25,STL,LW,32,8,5,13,9,6,1,0,3,51,15.7,389,16,29,1,0
602,Max Pacioretty\pacioma01,28,MTL,LW,81,35,32,67,15,38,8,1,7,268,13.1,1553,35,63,27,0
603,Jean-Gabriel Pageau\pageaje01,24,OTT,C,82,12,21,33,13,24,0,0,2,169,7.1,1323,79,161,558,0
604,Iiro Pakarinen\pakarii01,25,EDM,RW,14,2,2,4,2,2,0,0,1,15,13.3,125,6,30,0,0
605,Ondrej Palat\palaton01,25,TBL,LW,75,17,35,52,8,39,5,0,3,162,10.5,1434,66,141,9,0
606,Kyle Palmieri\palmiky01,25,NJD,RW,80,26,27,53,2,46,8,1,3,192,13.5,1388,36,124,12,0
607,Artemi Panarin\panarar01,25,CHI,LW,82,31,43,74,18,21,9,0,5,211,14.7,1597,14,23,2,0
608,Richard Panik\panikri01,25,CHI,RW,82,22,22,44,14,58,4,0,5,155,14.2,1208,45,147,2,0
609,Cedric Paquette\paquece01,23,TBL,C,58,4,6,10,-6,80,0,0,0,68,5.9,668,46,144,200,0
610,Colton Parayko\parayco01,23,STL,D,81,4,31,35,7,32,4,0,2,188,2.1,1717,117,80,0,0
611,Adam Pardy\pardyad01,32,NSH,D,4,0,0,0,-1,6,0,0,0,4,0.0,44,3,3,0,0
612,P.A. Parenteau\parenpi01,33,TOT,RW,67,13,15,28,-18,35,4,0,2,123,10.6,985,9,60,6,0
613,Zach Parise\parisza01,32,MIN,LW,69,19,23,42,-3,30,6,0,4,194,9.8,1203,69,46,8,0
614,David Pastrnak\pastrda01,20,BOS,RW,75,34,36,70,11,34,10,0,6,262,13.0,1349,32,72,2,0
615,Greg Pateryn\patergr01,26,TOT,D,36,1,8,9,-1,10,0,0,0,42,2.4,555,66,69,0,0
616,Nick Paul\paulni01,21,OTT,LW,1,0,0,0,-2,0,0,0,0,4,0.0,16,0,3,5,0
617,Joe Pavelski\paveljo01,32,SJS,C,81,29,39,68,11,34,7,1,7,233,12.4,1549,73,130,448,0
618,Tanner Pearson\pearsta01,24,LAK,LW,80,24,20,44,5,13,3,1,5,187,12.8,1306,31,124,10,0
619,Matthew Peca\pecama01,23,TBL,C,10,1,1,2,-3,2,0,0,0,9,11.1,114,2,9,32,0
620,Adam Pelech\pelecad01,22,NYI,D,44,3,7,10,-5,6,0,0,0,40,7.5,741,68,73,0,0
621,Brendan Perlini\perlibr01,20,ARI,LW,57,14,7,21,-4,20,3,0,2,92,15.2,846,15,42,1,0
622,Mathieu Perreault\perrema01,29,WPG,C,65,13,32,45,-11,30,3,0,3,134,9.7,1059,26,97,97,0
623,David Perron\perroda01,28,STL,LW,82,18,28,46,-2,54,3,1,3,151,11.9,1418,28,87,32,0
624,Corey Perry\perryco01,31,ANA,RW,82,19,34,53,2,76,5,0,3,215,8.8,1453,35,81,7,0
625,Brett Pesce\pescebr01,22,CAR,D,82,2,18,20,23,20,0,0,0,109,1.8,1739,148,57,0,0
626,Nic Petan\petanni01,21,WPG,LW,54,1,12,13,-13,12,0,0,0,57,1.8,589,10,12,145,0
627,Alexander Petrovic\petroal01,24,FLA,D,49,1,13,14,-1,79,0,0,0,55,1.8,889,55,106,0,0
628,Jeff Petry\petryje01,29,MTL,D,80,8,20,28,3,22,2,0,1,172,4.7,1769,145,171,0,0
629,Dion Phaneuf\phanedi01,31,OTT,D,81,9,21,30,-6,100,4,1,2,156,5.8,1866,156,132,0,0
630,Blake Pietila\pietibl01,23,NJD,LW,10,0,1,1,-5,4,0,0,0,9,0.0,130,5,16,23,0
631,Alex Pietrangelo\pietral01,27,STL,D,80,14,34,48,3,24,6,0,4,181,7.7,2023,158,38,0,0
632,Brandon Pirri\pirribr01,25,NYR,RW,60,8,10,18,-8,25,5,0,3,96,8.3,737,20,41,140,0
633,Tyler Pitlick\pitlity01,25,EDM,RW,31,8,3,11,0,6,0,0,1,54,14.8,308,13,70,8,0
634,Tomas Plekanec\plekato01,34,MTL,C,78,10,18,28,10,24,3,2,3,139,7.2,1312,45,57,692,0
635,Brayden Point\pointbr01,20,TBL,C,68,18,22,40,4,14,5,0,2,122,14.8,1165,31,39,238,0
636,Roman Polák\polakro01,30,TOR,D,75,4,7,11,10,65,0,0,1,64,6.3,1344,133,232,0,0
637,Jason Pominville\pominja01,34,MIN,RW,78,13,34,47,2,4,0,0,2,176,7.4,1110,39,44,39,0
638,Kevin Porter\porteke01,30,PIT,C,2,0,0,0,-1,0,0,0,0,0,,23,1,5,7,0
639,Paul Postma\postmpa01,27,WPG,D,65,1,13,14,3,15,0,0,0,50,2.0,706,42,36,0,0
640,Andrew Poturalski\poturan01,23,CAR,C,2,0,0,0,-3,0,0,0,0,1,0.0,25,1,1,12,0
641,Benoit Pouliot\poulibe01,30,EDM,LW,67,8,6,14,-5,34,0,0,1,77,10.4,942,39,39,7,0
642,Derrick Pouliot\poulide01,23,PIT,D,11,0,0,0,-4,4,0,0,0,11,0.0,164,8,14,0,0
643,Shane Prince\princsh01,24,NYI,LW,50,5,13,18,-9,18,1,0,2,71,7.0,649,12,36,4,0
644,Nate Prosser\prossna01,30,MIN,D,39,2,5,7,0,12,0,0,0,20,10.0,496,63,30,0,0
645,Dalton Prout\proutda01,26,TOT,D,29,0,6,6,-1,44,0,0,0,13,0.0,405,24,44,0,0
646,Ivan Provorov\provoiv01,20,PHI,D,82,6,24,30,-7,34,0,0,1,161,3.7,1802,166,111,0,0
647,Matt Puempel\puempma01,24,TOT,LW,40,6,3,9,-11,11,3,0,1,44,13.6,386,12,28,0,0
648,Jesse Puljujarvi\puljuje01,18,EDM,RW,28,1,7,8,5,10,1,0,0,41,2.4,315,10,11,0,0
649,Teemu Pulkkinen\pulkkte01,25,TOT,LW,13,2,0,2,-2,6,0,0,0,10,20.0,124,3,4,0,0
650,Ryan Pulock\pulocry01,22,NYI,D,1,0,0,0,1,0,0,0,0,0,,4,1,1,0,0
651,Teddy Purcell\purcete01,31,LAK,LW,12,0,2,2,0,0,0,0,0,10,0.0,155,2,7,3,0
652,Tom Pyatt\pyattto01,29,OTT,LW,82,9,14,23,9,16,0,0,1,95,9.5,1281,89,46,21,0
653,Mark Pysyk\pysykma01,25,FLA,D,82,4,13,17,0,10,0,0,0,86,4.7,1522,99,72,0,0
654,John Quenneville\quennjo02,20,NJD,C,12,1,3,4,1,2,1,0,0,21,4.8,164,7,15,0,0
655,Kyle Quincey\quincky01,31,TOT,D,73,6,9,15,4,51,0,0,0,79,7.6,1306,96,95,0,0
656,Alan Quine\quineal01,23,NYI,C,61,5,13,18,-2,8,2,0,1,82,6.1,764,29,77,264,0
657,Alexander Radulov\radulal01,30,MTL,RW,76,18,36,54,10,62,6,0,2,147,12.2,1390,41,76,6,0
658,Michael Raffl\rafflmi01,28,PHI,LW,52,8,3,11,-7,20,0,0,3,63,12.7,690,22,91,3,0
659,Rickard Rakell\rakelri01,23,ANA,C,71,33,18,51,10,12,5,0,10,177,18.6,1234,32,81,62,0
660,Mikko Rantanen\rantami01,20,COL,RW,75,20,18,38,-25,22,4,0,2,133,15.0,1354,33,29,29,0
661,Victor Rask\raskvi01,23,CAR,C,82,16,29,45,-10,16,4,0,3,186,8.6,1418,33,43,457,0
662,Dennis Rasmussen\rasmude01,26,CHI,C,68,4,4,8,-4,12,0,0,0,77,5.2,804,49,61,165,0
663,Ty Rattie\rattity01,23,TOT,RW,9,0,2,2,-2,0,0,0,0,10,0.0,97,4,10,0,0
664,Kyle Rau\rauky01,24,FLA,C,24,2,1,3,-3,4,0,0,0,21,9.5,230,3,24,2,0
665,Mason Raymond\raymoma01,31,ANA,LW,4,0,0,0,-2,0,0,0,0,3,0.0,36,0,3,0,0
666,Matt Read\readma01,30,PHI,RW,63,10,9,19,3,8,2,1,2,92,10.9,869,32,95,5,0
667,Ryan Reaves\reavery01,30,STL,RW,80,7,6,13,4,104,0,0,1,58,12.1,711,26,239,0,0
668,Zach Redmond\redmoza01,28,MTL,D,16,0,5,5,6,2,0,0,0,12,0.0,197,13,25,0,0
669,Mike Reilly\reillmi01,23,MIN,D,17,1,0,1,1,2,0,0,0,19,5.3,210,8,2,0,0
670,Sam Reinhart\reinhsa01,21,BUF,C,79,17,30,47,-11,8,9,0,3,178,9.6,1360,40,21,86,0
671,Borna Rendulic\rendubo01,24,VAN,RW,1,0,0,0,0,0,0,0,0,1,0.0,5,0,0,0,0
672,Dan Renouf\renouda01,22,DET,D,1,0,0,0,0,0,0,0,0,1,0.0,14,0,3,0,0
673,Mike Ribeiro\ribeimi01,36,NSH,C,46,4,21,25,-5,14,2,0,0,38,10.5,735,6,33,183,0
674,Tanner Richard\richata01,23,TBL,C,3,0,0,0,-2,2,0,0,0,1,0.0,38,2,6,13,0
675,Brad Richardson\richabr02,31,ARI,RW,16,5,4,9,-1,15,0,2,0,25,20.0,246,7,19,121,0
676,Tobias Rieder\riedeto01,24,ARI,RW,80,16,18,34,-8,6,2,1,1,155,10.3,1385,38,24,4,0
677,Morgan Rielly\riellmo01,22,TOR,D,76,6,21,27,-20,21,1,0,1,171,3.5,1685,120,46,0,0
678,Rasmus Ristolainen\ristora01,22,BUF,D,79,6,39,45,-9,58,1,0,2,186,3.2,2091,161,195,0,0
679,Brett Ritchie\ritchbr01,23,DAL,RW,78,16,8,24,11,38,1,0,2,167,9.6,1006,23,153,1,0
680,Nick Ritchie\ritchni01,21,ANA,LW,77,14,14,28,4,62,1,0,3,149,9.4,1000,24,247,4,0
681,Buddy Robinson\robinbu01,25,OTT,RW,4,0,0,0,0,2,0,0,0,4,0.0,28,0,9,0,0
682,Anton Rodin\rodinan01,26,VAN,RW,3,0,1,1,1,0,0,0,0,2,0.0,27,1,0,0,0
683,Evan Rodrigues\rodriev01,23,BUF,LW,30,4,2,6,-7,4,1,0,0,51,7.8,388,12,12,104,0
684,Kevin Rooney\rooneke01,23,NJD,C,4,0,0,0,-3,4,0,0,0,2,0.0,41,1,4,10,0
685,Jack Roslovic\rosloja01,20,WPG,C,1,0,0,0,-1,0,0,0,0,1,0.0,8,1,0,1,0
686,Antoine Roussel\roussan01,27,DAL,LW,60,12,15,27,1,115,0,0,3,82,14.6,931,45,69,7,0
687,Carter Rowney\rowneca01,27,PIT,RW,27,3,4,7,2,4,0,0,1,24,12.5,296,15,64,95,0
688,Michal Rozsíval\rozsimi01,38,CHI,D,22,1,2,3,-3,14,0,0,1,16,6.3,341,25,47,0,0
689,Chad Ruhwedel\ruhwech01,26,PIT,D,34,2,8,10,9,8,0,0,0,45,4.4,589,26,36,0,0
690,Kris Russell\russekr01,29,EDM,D,68,1,12,13,5,23,0,0,1,68,1.5,1443,213,67,0,0
691,Robbie Russo\russoro01,23,DET,D,19,0,0,0,2,2,0,0,0,18,0.0,305,13,24,0,0
692,Bryan Rust\rustbr01,24,PIT,RW,57,15,13,28,4,8,0,0,1,110,13.6,777,29,101,2,0
693,Bobby Ryan\ryanbo01,29,OTT,RW,62,13,12,25,-3,24,2,0,0,111,11.7,963,36,109,6,0
694,Derek Ryan\ryande01,30,CAR,C,67,11,18,29,-8,22,4,1,3,73,15.1,998,37,33,391,0
695,Brandon Saad\saadbr01,24,CBJ,LW,82,24,29,53,23,8,1,0,4,210,11.4,1396,26,24,4,0
