,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
465,Dominik Kubalík\kubaldo01,25,CHI,LW,56,17,21,38,-3,18,4,0,1,156,10.9,869,17,57,0,4
466,Karson Kuhlman\kuhlmka01,25,BOS,C,20,2,0,2,-6,0,0,0,0,31,6.5,213,4,27,2,4
467,Dean Kukan\kukande01,27,CBJ,D,35,1,4,5,-3,10,0,0,0,29,3.4,497,38,36,0,4
468,Brett Kulak\kulakbr01,27,MTL,D,46,2,6,8,3,20,0,0,0,57,3.5,741,54,28,0,4
469,Dmitry Kulikov\kulikdm01,30,TOT,D,48,0,4,4,-3,28,0,0,0,51,0.0,920,49,93,0,4
470,Luke Kunin\kuninlu01,23,NSH,C,38,10,9,19,3,13,0,0,2,71,14.1,532,20,84,15,4
471,Janne Kuokkanen\kuokkja01,22,NJD,C,50,8,17,25,-11,14,1,0,1,61,13.1,739,19,10,1,4
472,Rasmus Kupari\kuparra01,20,LAK,C,7,1,0,1,-5,2,0,0,0,8,12.5,80,3,7,35,4
473,Sean Kuraly\kuralse01,28,BOS,C,47,4,5,9,-10,20,0,0,2,88,4.5,661,21,99,229,4
474,Philipp Kurashev\kurasph01,21,CHI,C,54,8,8,16,-9,12,2,0,1,65,12.3,706,18,32,102,4
475,Evgeny Kuznetsov\kuzneev01,28,WSH,C,41,9,20,29,7,18,1,0,4,78,11.5,679,18,21,204,4
476,Oliver Kylington\kylinol01,23,CGY,D,8,0,1,1,-1,0,0,0,0,7,0.0,105,1,3,0,4
477,Jordan Kyrou\kyroujo01,22,STL,C,55,14,21,35,1,12,0,0,2,98,14.3,793,13,7,6,4
478,Joel L'Esperance\lespejo01,25,DAL,RW,12,2,0,2,-2,2,0,0,1,8,25.0,113,0,16,7,4
479,Kevin Labanc\labanke01,25,SJS,RW,55,12,16,28,-9,31,0,0,2,129,9.3,903,15,61,0,4
480,Tanner Laczynski\laczyta01,23,PHI,C,5,0,0,0,1,0,0,0,0,6,0.0,50,1,5,11,4
481,Sam Lafferty\laffesa01,25,PIT,C,34,0,6,6,-6,25,0,0,0,33,0.0,332,11,89,55,4
482,Alexis Lafreniere\lafreal01,19,NYR,LW,56,12,9,21,-7,8,0,0,4,67,17.9,777,11,43,13,4
483,William Lagesson\lageswi01,24,EDM,D,19,0,2,2,0,9,0,0,0,11,0.0,269,14,15,0,4
484,Patrik Laine\lainepa01,22,TOT,RW,46,12,12,24,-28,25,4,0,1,82,14.6,803,15,36,6,4
485,Juho Lammikko\lammiju01,25,FLA,RW,44,4,1,5,-8,10,0,1,0,43,9.3,477,16,50,124,4
486,Gabriel Landeskog\landega01,28,COL,LW,54,20,32,52,14,34,9,0,8,155,12.9,1078,28,81,288,4
487,Dylan Larkin\larkidy01,24,DET,C,44,9,14,23,-14,34,1,0,0,134,6.7,898,17,38,361,4
488,Adam Larsson\larssad01,28,EDM,D,56,4,6,10,2,24,0,0,0,52,7.7,1100,128,166,1,4
489,Jacob Larsson\larssja01,23,ANA,D,46,1,6,7,-9,14,0,0,0,42,2.4,800,59,37,0,4
490,Johan Larsson\larssjo02,28,ARI,LW,52,8,6,14,-13,24,0,0,2,58,13.8,727,34,77,296,4
491,Scott Laughton\laughsc01,26,PHI,C,53,9,11,20,13,39,0,1,1,89,10.1,817,34,141,211,4
492,Jeremy Lauzon\lauzoje01,23,BOS,D,41,1,7,8,8,40,0,0,0,48,2.1,767,53,98,0,4
493,Curtis Lazar\lazarcu01,25,TOT,C,50,7,6,13,-6,6,0,0,1,55,12.7,666,22,99,160,4
494,Nick Leddy\leddyni01,29,NYI,D,56,2,29,31,-3,8,1,0,1,79,2.5,1209,54,58,0,4
495,Anders Lee\leean01,30,NYI,LW,27,12,7,19,11,12,3,0,3,80,15.0,473,13,39,63,4
496,Artturi Lehkonen\lehkoar01,25,MTL,LW,47,7,6,13,-2,6,0,2,0,78,9.0,631,23,85,5,4
497,Mikko Lehtonen\lehtomi03,27,TOT,D,26,0,6,6,-2,8,0,0,0,33,0.0,413,15,30,0,4
498,Josh Leivo\leivojo01,27,CGY,LW,38,6,3,9,-3,10,0,0,2,50,12.0,408,2,33,3,4
499,Brendan Lemieux\lemiebr01,24,TOT,LW,49,4,7,11,-2,73,0,0,1,50,8.0,496,26,109,6,4
500,John Leonard\leonajo01,22,SJS,LW,44,3,10,13,-7,2,1,0,0,59,5.1,495,17,25,0,4
501,Otto Leskinen\leskiot01,23,MTL,D,1,0,0,0,0,0,0,0,0,0,,16,0,1,0,4
502,Kris Letang\letankr01,33,PIT,D,55,7,38,45,19,32,1,0,2,132,5.3,1356,65,92,0,4
503,Vinni Lettieri\lettivi01,25,ANA,C,5,0,0,0,-3,0,0,0,0,7,0.0,64,1,9,2,4
504,Tyler Lewington\lewinty01,26,NSH,D,2,0,1,1,4,9,0,0,0,4,0.0,28,4,1,0,4
505,Trevor Lewis\lewistr01,34,WPG,C,56,5,5,10,7,2,0,2,1,68,7.4,552,22,71,11,4
506,Timothy Liljegren\liljeti01,21,TOR,D,2,0,0,0,1,2,0,0,0,1,0.0,30,2,3,0,4
507,Kole Lind\lindko01,22,VAN,RW,7,0,0,0,-4,0,0,0,0,4,0.0,92,3,8,0,4
508,Oskar Lindblom\lindbos01,24,PHI,LW,50,8,6,14,-9,9,0,0,1,58,13.8,659,24,43,3,4
509,Esa Lindell\lindees01,26,DAL,D,56,5,11,16,11,19,0,1,0,100,5.0,1298,104,114,0,4
510,Ryan Lindgren\lindgry01,22,NYR,D,51,1,15,16,20,35,0,0,0,65,1.5,1020,50,98,0,4
511,Elias Lindholm\lindhel01,26,CGY,C,56,19,28,47,10,22,6,0,4,130,14.6,1114,34,53,509,4
512,Hampus Lindholm\lindhha01,27,ANA,D,18,2,4,6,-1,16,0,0,0,29,6.9,397,19,9,0,4
513,Par Lindholm\lindhpa01,29,BOS,C,1,0,0,0,0,0,0,0,0,0,,13,0,0,4,4
514,Gustav Lindstrom\lindsgu01,22,DET,D,13,0,3,3,1,0,0,0,0,8,0.0,210,17,14,0,4
515,Blake Lizotte\lizotbl01,23,LAK,C,41,3,7,10,2,16,0,0,0,42,7.1,521,21,32,180,4
516,William Lockwood\lockwwi01,22,VAN,RW,2,0,0,0,-2,2,0,0,0,3,0.0,28,1,6,0,4
517,Ryan Lomberg\lombery01,26,FLA,LW,34,2,2,4,-2,67,0,0,0,47,4.3,330,10,90,0,4
518,Steven Lorentz\lorenst01,24,CAR,C,45,2,6,8,1,8,0,0,1,40,5.0,470,16,47,158,4
519,Adam Lowry\lowryad01,27,WPG,LW,52,10,14,24,6,13,0,1,3,80,12.5,807,30,161,361,4
520,Milan Lucic\lucicmi01,32,CGY,LW,56,10,13,23,-8,46,2,0,0,74,13.5,763,12,139,9,4
521,Matt Luff\luffma01,23,LAK,RW,13,1,0,1,-4,5,0,0,0,18,5.6,136,6,8,2,4
522,Isac Lundestrom\lundeis01,21,ANA,C,41,6,3,9,-9,14,0,0,0,52,11.5,625,19,16,189,4
523,Eetu Luostarinen\luostee01,22,FLA,C,44,3,5,8,-11,12,0,0,1,34,8.8,578,25,55,191,4
524,Ilya Lyubushkin\lyubuil01,26,ARI,D,42,1,1,2,-13,10,0,0,0,36,2.8,659,72,103,0,4
525,Olli Maatta\maattol01,26,LAK,D,41,0,4,4,-8,6,0,0,0,43,0.0,674,53,41,0,4
526,Kurtis MacDermid\macdeku01,26,LAK,D,28,2,2,4,-14,36,0,0,0,16,12.5,374,35,46,0,4
527,Jacob MacDonald\macdoja02,27,COL,D,33,1,8,9,14,8,0,0,0,49,2.0,493,31,38,0,4
528,Mackenzie MacEachern\maceama01,26,STL,LW,21,1,1,2,3,8,0,1,0,25,4.0,204,2,35,1,4
529,Zack MacEwen\macewza01,24,VAN,C,34,1,1,2,-2,44,0,0,0,31,3.2,294,9,65,4,4
530,Ryan MacInnis\macinry01,24,CBJ,C,16,0,0,0,-3,0,0,0,0,14,0.0,160,3,19,28,4
531,Connor Mackey\mackeco01,24,CGY,D,6,1,2,3,3,20,0,0,0,4,25.0,85,0,8,0,4
532,Nathan MacKinnon\mackina01,25,COL,C,48,20,45,65,22,37,8,0,2,206,9.7,977,15,38,239,4
533,Josh Mahura\mahurjo01,22,ANA,D,13,1,3,4,0,4,0,0,0,14,7.1,207,9,10,0,4
534,Philippe Maillet\maillph01,28,WSH,F,2,0,0,0,-1,0,0,0,0,1,0.0,18,0,1,6,4
535,Cale Makar\makarca01,22,COL,D,44,8,36,44,17,12,4,0,3,104,7.7,1070,36,49,0,4
536,Evgeni Malkin\malkiev01,34,PIT,C,33,8,20,28,-4,24,4,0,0,72,11.1,585,12,18,152,4
537,Sean Malone\malonse01,25,NSH,C,1,0,1,1,-1,2,0,0,0,1,0.0,11,0,0,4,4
538,Mikhail Maltsev\maltsmi01,22,NJD,LW,33,6,3,9,-4,4,0,0,0,55,10.9,378,8,26,74,4
539,Andrew Mangiapane\mangian01,24,CGY,LW,56,18,14,32,1,24,2,1,4,91,19.8,933,33,51,2,4
540,Josh Manson\mansojo01,29,ANA,D,23,1,6,7,-3,30,0,0,1,19,5.3,414,31,61,0,4
541,Anthony Mantha\manthan01,26,TOT,RW,56,15,14,29,-14,25,3,0,0,138,10.9,1015,27,49,18,4
542,Brad Marchand\marchbr03,32,BOS,LW,53,29,40,69,26,46,4,4,5,143,20.3,1002,11,66,11,4
543,Jonathan Marchessault\audymjo01,30,VEG,C,55,18,26,44,19,39,3,0,4,176,10.2,958,14,44,41,4
544,Mason Marchment\marchma01,25,FLA,F,33,2,8,10,4,18,0,0,0,50,4.0,466,8,73,13,4
545,John Marino\marinjo01,23,PIT,D,52,3,10,13,5,8,1,0,1,56,5.4,1078,50,48,0,4
546,Patrick Marleau\marlepa01,41,SJS,C,56,4,5,9,-9,10,2,0,0,54,7.4,744,19,40,141,4
547,Mitch Marner\marnemi01,23,TOR,RW,55,20,47,67,21,20,0,0,5,156,12.8,1233,41,23,4,4
548,Pat Maroon\maroopa01,32,TBL,LW,55,4,14,18,2,60,2,0,0,46,8.7,638,6,75,2,4
549,Matt Martin\martima02,31,NYI,LW,54,6,5,11,-2,36,1,0,0,68,8.8,598,23,181,3,4
550,Alec Martinez\martial01,33,VEG,D,53,9,23,32,26,12,3,0,2,85,10.6,1196,168,44,0,4
551,Jordan Martinook\martijo01,28,CAR,LW,44,4,9,13,-3,25,0,0,1,62,6.5,561,20,90,78,4
552,Mike Matheson\mathemi01,26,PIT,D,44,5,11,16,9,28,0,0,1,86,5.8,820,40,41,0,4
553,Stefan Matteau\mattest02,26,CBJ,LW,18,1,0,1,-4,9,0,0,0,15,6.7,195,9,35,2,4
554,Auston Matthews\matthau01,23,TOR,C,52,41,25,66,21,10,10,0,12,222,18.5,1121,47,57,450,4
555,Scott Mayfield\mayfisc01,28,NYI,D,56,2,13,15,2,38,0,0,0,79,2.5,1091,108,76,0,4
556,Gerald Mayhew\mayhege01,28,MIN,F,4,0,1,1,1,0,0,0,0,5,0.0,47,4,7,0,4
557,Charlie McAvoy\mcavoch01,23,BOS,D,51,5,25,30,22,38,1,0,0,92,5.4,1224,80,65,0,4
558,Jake McCabe\mccabja01,27,BUF,D,13,1,2,3,2,9,0,0,0,15,6.7,249,15,22,0,4
559,Jared McCann\mccanja01,24,PIT,C,43,14,18,32,17,8,7,0,3,93,15.1,607,17,40,56,4
560,Michael McCarron\mccarmi01,25,NSH,RW,6,0,0,0,1,16,0,0,0,3,0.0,62,0,12,18,4
561,Max McCormick\mccorma01,28,CAR,LW,12,2,1,3,3,9,0,0,0,5,40.0,94,2,16,1,4
562,Connor McDavid\mcdavco01,24,EDM,C,56,33,72,105,21,20,9,0,11,200,16.5,1241,24,61,316,4
563,Ryan McDonagh\mcdonry01,31,TBL,D,50,4,8,12,13,14,0,0,0,85,4.7,1095,96,69,0,4
564,Brock McGinn\mcginbr01,26,CAR,LW,37,8,5,13,0,6,0,1,1,58,13.8,554,12,44,3,4
565,Greg McKegg\mckeggr01,28,BOS,C,5,1,0,1,-3,2,0,0,0,4,25.0,48,1,7,20,4
566,Michael McLeod\mcleomi01,22,NJD,C,52,9,6,15,-12,42,0,0,2,60,15.0,718,20,89,326,4
567,Ryan McLeod\mcleory01,21,EDM,C,10,0,1,1,-2,0,0,0,0,3,0.0,128,5,3,41,4
568,Connor McMichael\mcmicco01,20,WSH,C,1,0,0,0,0,2,0,0,0,1,0.0,10,0,0,1,4
569,Brayden McNabb\mcnabbr01,30,VEG,D,41,2,6,8,10,16,0,0,0,39,5.1,791,76,98,0,4
570,Jayson Megna\megnaja01,30,COL,C,7,0,2,2,2,0,0,0,0,12,0.0,72,3,14,12,4
571,Timo Meier\meierti01,24,SJS,RW,54,12,19,31,-7,22,2,0,0,155,7.7,867,24,75,8,4
572,Nicolas Meloche\melocni01,23,SJS,D,7,0,1,1,1,0,0,0,0,6,0.0,67,6,5,0,4
573,Nicholas Merkley\merklni01,23,NJD,RW,27,2,8,10,-5,7,0,0,0,38,5.3,311,5,28,2,4
574,Dakota Mermis\mermida01,27,MIN,D,3,0,0,0,0,0,0,0,0,2,0.0,49,4,10,0,4
575,Jonathon Merrill\merrijo01,28,TOT,D,49,0,5,5,-9,16,0,0,0,41,0.0,895,70,34,0,4
576,Victor Mete\metevi01,22,TOT,D,28,1,4,5,8,8,0,0,0,20,5.0,442,35,19,0,4
577,Marc Michaelis\michama01,25,VAN,F,15,0,0,0,-5,2,0,0,0,3,0.0,136,10,12,3,4
578,Jacob Middleton\middlja01,25,SJS,D,1,0,0,0,-2,2,0,0,0,1,0.0,9,1,2,0,4
579,Keaton Middleton\middlke01,22,COL,D,3,0,0,0,-1,4,0,0,0,2,0.0,28,1,4,0,4
580,Ilya Mikheyev\mikheil01,26,TOR,F,54,7,10,17,5,6,0,0,2,107,6.5,767,28,49,2,4
581,Niko Mikkola\mikkoni01,24,STL,D,30,1,2,3,-11,11,0,0,0,22,4.5,436,36,49,0,4
582,Sonny Milano\milanso01,24,ANA,LW,6,0,0,0,0,0,0,0,0,8,0.0,88,0,4,0,4
583,Colin Miller\milleco02,28,BUF,D,48,4,8,12,-20,27,1,0,0,64,6.3,864,51,91,0,4
584,J.T. Miller\millejt01,27,VAN,C,53,15,31,46,-7,43,3,1,4,106,14.2,1111,24,90,279,4
585,K'Andre Miller\milleka01,21,NYR,D,53,5,7,12,9,20,0,0,1,62,8.1,1119,77,93,0,4
586,Kevan Miller\milleke03,33,BOS,D,28,1,3,4,-1,20,0,0,0,27,3.7,534,37,64,0,4
587,Ian Mitchell\mitchia01,22,CHI,D,39,3,4,7,-10,14,0,0,0,23,13.0,586,37,18,0,4
588,Casey Mittelstadt\mitteca01,22,BUF,C,41,10,12,22,-10,10,3,1,2,61,16.4,651,12,9,216,4
589,Sean Monahan\monahse01,26,CGY,C,50,10,18,28,-6,10,4,0,5,98,10.2,885,18,49,340,4
590,Brandon Montour\montobr01,26,TOT,D,50,7,11,18,-5,40,0,2,0,94,7.4,1024,62,54,0,4
591,John Moore\moorejo01,30,BOS,D,5,0,2,2,-3,2,0,0,0,8,0.0,105,6,9,0,4
592,Trevor Moore\mooretr01,25,LAK,LW,56,10,13,23,-5,18,1,2,0,88,11.4,814,10,38,3,4
593,Samuel Morin\morinsa01,25,PHI,D,20,1,0,1,-7,37,0,0,1,14,7.1,204,13,38,0,4
594,Josh Morrissey\morrijo04,25,WPG,D,56,4,17,21,-1,25,1,0,0,116,3.4,1319,86,78,0,4
595,Tyler Motte\mottety01,25,VAN,C,24,6,3,9,0,14,0,0,1,40,15.0,384,28,100,12,4
596,Connor Murphy\murphco02,27,CHI,D,50,3,12,15,1,35,1,0,1,78,3.8,1107,123,102,0,4
597,Brett Murray\murrabr02,22,BUF,LW,2,0,0,0,1,0,0,0,0,1,0.0,21,1,3,0,4
598,Ryan Murray\murrary01,27,NJD,D,48,0,14,14,3,8,0,0,0,29,0.0,893,73,38,0,4
599,Jake Muzzin\muzzija01,31,TOR,D,53,4,23,27,21,29,1,1,0,103,3.9,1144,94,101,0,4
600,Philippe Myers\myersph01,24,PHI,D,44,1,10,11,-10,22,0,0,0,77,1.3,830,40,69,0,4
601,Tyler Myers\myersty01,30,VAN,D,55,6,15,21,-8,51,0,1,3,109,5.5,1214,74,61,0,4
602,Vladislav Namestnikov\namesvl01,28,DET,C,53,8,9,17,-5,24,0,0,0,87,9.2,858,35,71,135,4
603,Riley Nash\nashri02,31,CBJ,C,37,2,5,7,-1,4,0,0,1,40,5.0,466,21,33,162,4
604,James Neal\nealja01,33,EDM,LW,29,5,5,10,-2,11,1,0,0,51,9.8,351,6,26,2,4
605,Martin Necas\necasma01,22,CAR,C,53,14,27,41,25,10,4,2,3,114,12.3,916,32,45,36,4
606,Brock Nelson\nelsobr01,29,NYI,C,56,18,15,33,-5,14,7,0,4,121,14.9,999,26,36,349,4
607,Patrik Nemeth\nemetpa01,28,TOT,D,52,3,7,10,5,20,0,0,0,53,5.7,937,67,87,0,4
608,Aaron Ness\nessaa01,30,ARI,D,1,0,0,0,0,0,0,0,0,1,0.0,13,0,2,0,4
609,Nikita Nesterov\nesteni01,27,CGY,D,38,0,4,4,-10,20,0,0,0,33,0.0,603,29,41,0,4
610,Alex Newhook\newhoal01,20,COL,C,6,0,3,3,5,2,0,0,0,8,0.0,82,1,3,16,4
611,Valeri Nichushkin\nichuva01,25,COL,RW,55,10,11,21,9,4,0,1,4,98,10.2,774,28,65,1,4
612,Nino Niederreiter\niedeni01,28,CAR,RW,56,20,14,34,20,29,4,0,4,126,15.9,880,17,68,1,4
613,Frans Nielsen\nielsfr01,36,DET,C,29,1,5,6,-3,0,0,0,0,24,4.2,352,12,23,21,4
614,Matthew Nieto\nietoma01,28,SJS,LW,28,5,2,7,-5,4,0,0,0,45,11.1,392,19,25,4,4
615,Sami Niku\nikusa01,24,WPG,D,6,0,0,0,-3,8,0,0,0,2,0.0,78,7,0,0,4
616,Stefan Noesen\noesest01,27,TOT,RW,6,0,0,0,0,2,0,0,0,5,0.0,58,0,4,1,4
617,Joakim Nordstrom\nordsjo02,28,CGY,C,44,1,6,7,1,6,0,0,0,46,2.2,508,30,92,5,4
618,Joshua Norris\norrijo01,21,OTT,C,56,17,18,35,-12,13,6,0,2,96,17.7,922,34,72,379,4
619,Tomas Nosek\nosekto01,28,VEG,C,38,8,10,18,7,10,0,0,2,59,13.6,494,18,51,200,4
620,Ryan Nugent-Hopkins\nugenry01,27,EDM,C,52,16,19,35,-4,22,9,0,2,135,11.9,1080,29,26,73,4
621,Darnell Nurse\nurseda01,25,EDM,D,56,16,20,36,27,57,1,0,2,154,10.4,1435,100,117,0,4
622,Markus Nutivaara\nutivma01,26,FLA,D,30,0,10,10,1,12,0,0,0,45,0.0,479,13,35,0,4
623,Joakim Nygard\nygarjo01,28,EDM,F,9,0,0,0,-2,4,0,0,0,6,0.0,82,0,4,1,4
624,William Nylander\nylanwi01,24,TOR,C,51,17,25,42,10,16,4,0,2,133,12.8,847,15,12,13,4
625,Liam O'Brien\obrieli01,26,COL,C,12,0,3,3,1,40,0,0,0,6,0.0,79,2,28,0,4
626,Drew O'Connor\oconndr01,22,PIT,F,10,0,1,1,-2,2,0,0,0,8,0.0,90,2,6,1,4
627,Logan O'Connor\oconnlo01,24,COL,RW,22,3,2,5,6,6,0,0,0,37,8.1,241,12,29,2,4
628,Ryan O'Reilly\oreilry01,29,STL,C,56,24,30,54,26,18,4,2,4,129,18.6,1162,26,24,703,4
629,Jordan Oesterle\oestejo01,28,ARI,D,43,1,10,11,-10,10,1,0,0,38,2.6,770,64,45,1,4
630,Kyle Okposo\okposky01,32,BUF,RW,35,2,11,13,-1,0,0,1,0,45,4.4,486,14,29,26,4
631,Jamie Oleksiak\oleksja01,28,DAL,D,56,6,8,14,-3,35,0,0,2,84,7.1,1147,88,148,0,4
632,Mathieu Olivier\olivima01,23,NSH,F,30,3,2,5,-1,70,1,0,0,25,12.0,328,19,62,4,4
633,Victor Olofsson\olofsvi01,25,BUF,RW,56,13,19,32,-23,6,7,0,0,129,10.1,974,12,17,1,4
634,Dmitry Orlov\orlovdm01,29,WSH,D,51,8,14,22,16,20,0,0,2,83,9.6,1011,50,87,0,4
635,T.J. Oshie\oshietj01,34,WSH,C,53,22,21,43,-3,18,13,0,1,106,20.8,957,27,70,139,4
636,Xavier Ouellet\ouellxa01,27,MTL,D,6,0,0,0,-1,2,0,0,0,5,0.0,87,8,17,0,4
637,Alex Ovechkin\ovechal01,35,WSH,LW,45,24,18,42,-7,12,9,0,6,182,13.2,878,23,98,0,4
638,Max Pacioretty\pacioma01,32,VEG,LW,48,24,27,51,20,14,6,0,6,174,13.8,861,29,33,20,4
639,Jean-Gabriel Pageau\pageaje01,28,NYI,C,54,14,14,28,10,10,5,2,3,81,17.3,907,58,111,472,4
640,Ondrej Palat\palaton01,29,TBL,LW,55,15,31,46,1,26,7,0,6,111,13.5,960,43,82,0,4
641,Kyle Palmieri\palmiky01,29,TOT,RW,51,10,11,21,-5,20,2,1,2,115,8.7,845,12,62,8,4
642,Artemi Panarin\panarar01,29,NYR,LW,42,17,41,58,14,6,5,0,1,106,16.0,825,7,13,0,4
643,Richard Panik\panikri01,29,TOT,RW,48,4,9,13,-9,18,1,0,0,59,6.8,594,21,70,6,4
644,Cedric Paquette\paquece01,27,TOT,C,47,4,4,8,-12,21,0,0,0,33,12.1,439,26,136,33,4
645,Colton Parayko\parayco01,27,STL,D,32,2,10,12,-2,14,0,0,0,60,3.3,683,64,35,0,4
646,Zach Parise\parisza01,36,MIN,LW,45,7,11,18,7,6,0,0,3,90,7.8,628,20,18,34,4
647,Brinson Pasichnuk\pasicbr01,23,SJS,D,4,0,0,0,-1,2,0,0,0,3,0.0,46,3,2,0,4
648,David Pastrnak\pastrda01,24,BOS,RW,48,20,28,48,10,24,6,0,3,176,11.4,893,13,35,2,4
649,Greg Pateryn\patergr01,30,TOT,D,13,0,3,3,0,6,0,0,0,13,0.0,184,17,17,0,4
650,Nolan Patrick\patrino01,22,PHI,C,52,4,5,9,-30,20,2,0,0,49,8.2,690,18,45,226,4
651,Nick Paul\paulni01,25,OTT,LW,56,5,15,20,5,19,0,1,0,105,4.8,901,35,74,219,4
652,Joe Pavelski\paveljo01,36,DAL,C,56,25,26,51,22,16,13,0,4,139,18.0,1065,39,64,362,4
653,Tanner Pearson\pearsta01,28,VAN,LW,51,10,8,18,-15,26,2,0,2,110,9.1,871,28,54,6,4
654,Matthew Peca\pecama01,27,OTT,C,5,0,1,1,1,0,0,0,0,3,0.0,44,3,9,0,4
655,Lane Pederson\pederla01,23,ARI,F,15,1,2,3,-2,2,0,0,0,15,6.7,166,2,39,39,4
656,Andrew Peeke\peekean01,22,CBJ,D,11,0,3,3,-4,4,0,0,0,5,0.0,189,15,35,0,4
657,Adam Pelech\pelecad01,26,NYI,D,56,4,10,14,15,18,0,1,0,82,4.9,1179,73,66,0,4
658,Mathieu Perreault\perrema01,33,WPG,C,56,9,10,19,6,16,2,0,0,57,15.8,656,18,84,5,4
659,David Perron\perroda01,32,STL,LW,56,19,39,58,6,22,6,0,2,151,12.6,1039,25,45,0,4
660,Corey Perry\perryco01,35,MTL,RW,49,9,12,21,-4,39,1,0,1,62,14.5,673,15,56,0,4
661,Brett Pesce\pescebr01,26,CAR,D,55,4,21,25,14,20,1,0,0,89,4.5,1254,82,17,0,4
662,Nic Petan\petanni01,25,TOR,C,7,0,1,1,-2,4,0,0,0,8,0.0,72,2,6,0,4
663,Jeff Petry\petryje01,33,MTL,D,55,12,30,42,6,20,4,0,2,128,9.4,1251,60,97,0,4
664,Elias Pettersson\petteel01,22,VAN,C,26,10,11,21,0,6,4,0,1,63,15.9,483,9,11,63,4
665,Marcus Pettersson\pettema01,24,PIT,D,47,2,7,9,8,22,0,0,0,46,4.3,775,39,51,0,4
666,Matthew Phillips\phillma01,22,CGY,F,1,0,0,0,0,0,0,0,0,2,0.0,14,0,0,0,4
667,Alex Pietrangelo\pietral01,31,VEG,D,41,7,16,23,20,16,0,0,2,126,5.6,1002,80,28,0,4
668,Garrett Pilon\pilonga01,22,WSH,C,1,0,0,0,0,0,0,0,0,0,,11,0,0,0,4
669,Brian Pinho\pinhobr01,25,WSH,C,2,0,0,0,-2,0,0,0,0,3,0.0,16,1,1,8,4
670,Shane Pinto\pintosh01,20,OTT,C,12,1,6,7,6,10,0,0,0,11,9.1,150,9,11,45,4
671,Neal Pionk\pionkne01,25,WPG,D,54,3,29,32,6,20,1,0,0,100,3.0,1187,74,137,0,4
672,Brandon Pirri\pirribr01,29,CHI,C,1,0,0,0,-2,0,0,0,0,2,0.0,11,0,0,0,4
673,Rem Pitlick\pitlire01,23,NSH,C,10,0,2,2,3,4,0,0,0,11,0.0,113,1,8,15,4
674,Tyler Pitlick\pitlity01,29,ARI,C,38,6,5,11,-1,16,0,1,0,56,10.7,622,41,81,6,4
675,Austin Poganski\poganau01,24,STL,RW,5,0,0,0,-1,0,0,0,0,0,,38,2,8,0,4
676,Brayden Point\pointbr01,24,TBL,C,56,23,25,48,2,11,6,0,6,131,17.6,1032,18,23,257,4
677,Tucker Poolman\poolmtu01,27,WPG,D,39,0,1,1,-2,2,0,0,0,50,0.0,714,49,69,0,4
678,Nate Prosser\prossna01,34,PHI,D,6,1,1,2,-7,0,0,0,0,5,20.0,78,10,3,0,4
679,Ivan Provorov\provoiv01,24,PHI,D,56,7,19,26,4,28,0,0,2,126,5.6,1400,106,56,0,4
680,Jesse Puljujarvi\puljuje01,22,EDM,RW,55,15,10,25,6,16,2,0,0,115,13.0,832,20,101,0,4
681,Ryan Pulock\pulocry01,26,NYI,D,56,2,15,17,15,8,0,0,1,121,1.7,1257,106,97,0,4
682,Mark Pysyk\pysykma01,29,DAL,D,36,3,1,4,6,20,0,0,0,51,5.9,422,16,36,0,4
683,Alexander Radulov\radulal01,34,DAL,RW,11,4,8,12,9,6,1,0,0,25,16.0,196,5,4,1,4
684,Brogan Rafferty\raffebr01,25,VAN,D,1,0,1,1,-1,0,0,0,0,1,0.0,14,1,1,0,4
685,Michael Raffl\rafflmi01,32,TOT,LW,44,4,7,11,-4,33,0,0,3,50,8.0,583,28,71,32,4
686,Rickard Rakell\rakelri01,27,ANA,RW,52,9,19,28,-14,12,0,0,1,144,6.3,927,16,65,5,4
687,Mikko Rantanen\rantami01,24,COL,RW,52,30,36,66,30,34,9,0,7,177,16.9,1036,20,26,32,4
688,Victor Rask\raskvi01,27,MIN,C,54,10,13,23,1,2,1,0,1,53,18.9,780,10,21,218,4
689,Michael Rasmussen\rasmumi01,21,DET,C,40,3,9,12,-5,26,0,0,1,62,4.8,592,28,72,134,4
690,Jack Rathbone\rathbja01,21,VAN,D,8,1,2,3,1,0,0,0,0,17,5.9,124,8,9,0,4
691,Kyle Rau\rauky01,28,MIN,C,14,0,2,2,-1,9,0,0,0,15,0.0,134,15,23,0,4
692,Ryan Reaves\reavery01,34,VEG,RW,37,1,4,5,0,27,0,0,0,26,3.8,367,15,141,4,4
693,Alec Regula\regulal01,20,CHI,D,3,0,0,0,-1,0,0,0,0,1,0.0,37,3,3,0,4
694,Mike Reilly\reillmi01,27,TOT,D,55,0,27,27,5,22,0,0,0,98,0.0,1060,43,70,0,4
695,Sam Reinhart\reinhsa01,25,BUF,C,54,25,15,40,-28,10,10,0,5,130,19.2,1055,27,15,126,4
696,Sheldon Rempal\rempash01,25,CAR,RW,3,0,0,0,0,0,0,0,0,3,0.0,25,3,0,0,4
697,Dan Renouf\renouda01,26,COL,D,18,0,3,3,-1,16,0,0,0,12,0.0,183,3,20,0,4
